gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astrocytes	CA1	CA2_3	Cajal	Choroid	Dentate_Gyrus	Fibroblast	Inhibitory_Neurons	MFOL	MOL	Macrophage	Microglia	NFOL	OPC	Pericyte	Unidentified_Neurons	VLMC	Vascular	subiculum
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0B990492C	2.2491746586	1.7408389846	1.5110078599	0.3192652465	0.2521576305	1.4843364204	0.2536996305	1.7397797379	0.7298040084	0.6834500291	0.39250598	0.7021297325	1.2913290577	1.3709390117	0.4985806591	1.6761062628	0.0803742195	0.4620918338	2.013645057
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS0C5E9FBFB	0.0181033187	0.0941759089	0.2092213218	0.2272557535	0.0707323562	0.1489962074	0.094741399	0.0888426739	0.1174446272	0.1836345678	0.029092047	0.0212835161	0.0768027635	0.0720036609	0.0195722273	0.0491521472	0.0486619756	0.0285911471	0.1034540365
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS03859E16F	0.0	0.0052627315	0.010731452	0.0	0.0273140493	0.008223222	0.0178849015	0.0005458032	0.0	0.0031233659	0.0	0.00342314	0.0	0.0031621083	0.0	0.0040156334	0.0	0.0	0.0009134059
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS02FBD007E	0.0192079554	0.0043940449	0.0041783967	0.0	0.0501864384	0.0012899535	0.0827128424	0.0606453036	0.0040430815	0.0048190568	0.0	0.0277326821	0.0420978462	0.0473766488	0.02085875	0.0	0.032200439	0.0385501471	0.012135263
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0D03910A0	0.0	0.0	0.0	0.0	0.0092858921	0.0002976239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0B0E74BC0	0.0	0.0020192778	0.0007752147	0.0	0.0	0.0028892683	0.0	0.0018546016	0.0005072096	0.0018058478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086010182
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.0566143735	0.2338594498	0.3225008985	0.2986790676	0.0877094318	0.1849589181	0.0510393265	0.2282612726	0.0662650042	0.1041930686	0.0722423314	0.0617833843	0.2654246685	0.1539447815	0.0	0.3097787192	0.0143111564	0.1144978728	0.277708188
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	2.2491746586	1.7408389846	1.5110078599	0.3192652465	0.2521576305	1.4843364204	0.2536996305	1.7397797379	0.7298040084	0.6834500291	0.39250598	0.7021297325	1.2913290577	1.3709390117	0.4985806591	1.6761062628	0.0803742195	0.4620918338	2.013645057
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.0014240423	0.0015995695	0.0019646556	0.0	0.0087372315	0.0034210715	0.0	0.0114857504	0.0013390677	0.0093984077	0.0	0.0019752887	0.0	0.0	0.0	0.0036685484	0.0	0.0	0.0011283221
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.0566143735	0.2338594498	0.3225008985	0.2986790676	0.0877094318	0.1849589181	0.0510393265	0.2282612726	0.0662650042	0.1041930686	0.0722423314	0.0617833843	0.2654246685	0.1539447815	0.0	0.3097787192	0.0143111564	0.1144978728	0.277708188
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.0566143735	0.2338594498	0.3225008985	0.2986790676	0.0877094318	0.1849589181	0.0510393265	0.2282612726	0.0662650042	0.1041930686	0.0722423314	0.0617833843	0.2654246685	0.1539447815	0.0	0.3097787192	0.0143111564	0.1144978728	0.277708188
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS00661A3A4	0.0181033187	0.0941759089	0.2092213218	0.2272557535	0.0707323562	0.1489962074	0.094741399	0.0888426739	0.1174446272	0.1836345678	0.029092047	0.0212835161	0.0768027635	0.0720036609	0.0195722273	0.0491521472	0.0486619756	0.0285911471	0.1034540365
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS01E0F2D2C	0.0181033187	0.0941759089	0.2092213218	0.2272557535	0.0707323562	0.1489962074	0.094741399	0.0888426739	0.1174446272	0.1836345678	0.029092047	0.0212835161	0.0768027635	0.0720036609	0.0195722273	0.0491521472	0.0486619756	0.0285911471	0.1034540365
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS0A5DF05C0	0.0	0.0052627315	0.010731452	0.0	0.0273140493	0.008223222	0.0178849015	0.0005458032	0.0	0.0031233659	0.0	0.00342314	0.0	0.0031621083	0.0	0.0040156334	0.0	0.0	0.0009134059
CD226	Q15762	False	CD226_HUMAN		CPI-SS06207F70E	0.001522473	0.0513202434	0.0833127495	0.0401078732	0.0	0.0512010483	0.0	0.0261640759	0.0013944618	0.0	0.0	0.007287155	0.0219188269	0.0291303956	0.0	0.0323997115	0.0143111561	0.0	0.0304528036
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.0	0.0014256584	0.0	0.0	0.0081642773	0.0013573574	0.0237764036	0.0003423009	0.0004245053	0.0	0.0	0.0	0.0	0.0	0.0	0.0022732486	0.6391684386	0.0	0.0009870695
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.0073790532	0.0038898965	0.0035711637	0.0	0.0057563596	0.0012300079	0.0211723286	0.0	0.0	0.0029356767	0.0	0.0018155389	0.0	0.0027880483	0.0	0.0039740499	0.0	0.0051444221	0.0028103189
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.0068556805	0.0025566763	0.0033151813	0.0241137817	0.0139939655	0.0038093504	0.2458091773	0.006104513	0.0071069837	0.0034199345	0.11287799	0.0065172589	0.0925675385	0.010023776	0.0736901818	0.0	0.2843453902	0.0144712309	0.0046469907
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.0585229374	0.0064154463	0.0879467105	0.0	0.0080015911	0.0020575549	0.0596180493	0.0024830759	0.0004965228	0.0	0.05434118	0.0218709284	0.0	0.0	0.0	0.1189917793	0.0	0.0	0.0060112273
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.0073790532	0.0038898965	0.0035711637	0.0	0.0057563596	0.0012300079	0.0211723286	0.0	0.0	0.0029356767	0.0	0.0018155389	0.0	0.0027880483	0.0	0.0039740499	0.0	0.0051444221	0.0028103189
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	0.3970623571	0.2174057165	0.1868334466	0.0411881831	0.181387266	0.008071105	0.1764842547	0.8383633997	0.1391813859	0.3337936316	0.0	0.0213685468	0.1747228846	0.253707907	0.0666400568	0.3063950893	0.0647273415	0.0346883779	0.3408564655
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0AC594A8E	0.0016849028	0.0004602427	0.0015605782	0.0	0.0069852893	0.0007033298	0.0	0.0	0.0009080374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000674633
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.0090251997	0.0045672946	0.0047298538	0.0	0.1230665468	0.0025577354	0.0	0.0118899564	0.0009023007	0.0	0.0	0.0	0.0	0.0	0.0248321136	0.0	0.0	0.0	0.0048443308
FGF19	O95750	False	FGF19_HUMAN		CPI-SS07A03C20F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002549341
FGF4	P08620	False	FGF4_HUMAN		CPI-SS02896561C	0.0	0.00160228	0.0012737827	0.0	0.0	0.0007449462	0.0	0.0008004371	0.0	0.0	0.0	0.0	0.0262863077	0.0	0.0	0.0027103935	0.0	0.0	0.0012014346
FGF3	P11487	False	FGF3_HUMAN		CPI-SS05ECF1933	0.0	0.0	0.0	0.0	0.0	0.000189109	0.0	0.0	0.0004673159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005941401
FGF5	P12034	False	FGF5_HUMAN		CPI-SS066347638	0.0017150705	0.0143607007	0.092460708	0.0169509577	0.0099828424	0.076276553	0.0	0.0099989303	0.0045256949	0.0	0.0	0.0099054689	0.0	0.0	0.0	0.027350257	0.0573010244	0.0	0.0470843271
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.0048134902	0.0137704289	0.0092524994	0.0	0.0362682906	0.0041104778	0.0	0.009381387	0.0011928801	0.0030145465	0.0	0.0022243981	0.0279209615	0.0	0.0	0.0079282495	0.0465280488	0.0	0.0018098884
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.0073790532	0.0038898965	0.0035711637	0.0	0.0057563596	0.0012300079	0.0211723286	0.0	0.0	0.0029356767	0.0	0.0018155389	0.0	0.0027880483	0.0	0.0039740499	0.0	0.0051444221	0.0028103189
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	0.3970623571	0.2174057165	0.1868334466	0.0411881831	0.181387266	0.008071105	0.1764842547	0.8383633997	0.1391813859	0.3337936316	0.0	0.0213685468	0.1747228846	0.253707907	0.0666400568	0.3063950893	0.0647273415	0.0346883779	0.3408564655
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0467AFD8A	0.0016849028	0.0004602427	0.0015605782	0.0	0.0069852893	0.0007033298	0.0	0.0	0.0009080374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000674633
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.0090251997	0.0045672946	0.0047298538	0.0	0.1230665468	0.0025577354	0.0	0.0118899564	0.0009023007	0.0	0.0	0.0	0.0	0.0	0.0248321136	0.0	0.0	0.0	0.0048443308
FGF19	O95750	False	FGF19_HUMAN		CPI-SS070A3A7E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002549341
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0FFB9E01B	0.0	0.00160228	0.0012737827	0.0	0.0	0.0007449462	0.0	0.0008004371	0.0	0.0	0.0	0.0	0.0262863077	0.0	0.0	0.0027103935	0.0	0.0	0.0012014346
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0101954529	0.1810661425	0.2568985173	0.0084795034	0.0063785208	0.0520460765	0.0055014999	0.1483505984	0.0103602949	0.0079788653	0.0	0.0014490919	0.0	0.0095114308	0.0	0.0385560051	0.0	0.0636445576	0.0620101621
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.0073790532	0.0038898965	0.0035711637	0.0	0.0057563596	0.0012300079	0.0211723286	0.0	0.0	0.0029356767	0.0	0.0018155389	0.0	0.0027880483	0.0	0.0039740499	0.0	0.0051444221	0.0028103189
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.3970623571	0.2174057165	0.1868334466	0.0411881831	0.181387266	0.008071105	0.1764842547	0.8383633997	0.1391813859	0.3337936316	0.0	0.0213685468	0.1747228846	0.253707907	0.0666400568	0.3063950893	0.0647273415	0.0346883779	0.3408564655
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.0216608329	0.0032083694	0.0204192925	0.0	0.0	0.0049032929	0.0213193956	0.0040676348	0.0053665183	0.0050579996	0.0293068283	0.0082189871	0.0	0.0028465561	0.0	0.2753908527	0.0820282753	0.0	0.0142266339
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.0016849028	0.0004602427	0.0015605782	0.0	0.0069852893	0.0007033298	0.0	0.0	0.0009080374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000674633
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.0090251997	0.0045672946	0.0047298538	0.0	0.1230665468	0.0025577354	0.0	0.0118899564	0.0009023007	0.0	0.0	0.0	0.0	0.0	0.0248321136	0.0	0.0	0.0	0.0048443308
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0D67110B0	0.0	0.00160228	0.0012737827	0.0	0.0	0.0007449462	0.0	0.0008004371	0.0	0.0	0.0	0.0	0.0262863077	0.0	0.0	0.0027103935	0.0	0.0	0.0012014346
FGF3	P11487	False	FGF3_HUMAN		CPI-SS06D341996	0.0	0.0	0.0	0.0	0.0	0.000189109	0.0	0.0	0.0004673159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005941401
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0017150705	0.0143607007	0.092460708	0.0169509577	0.0099828424	0.076276553	0.0	0.0099989303	0.0045256949	0.0	0.0	0.0099054689	0.0	0.0	0.0	0.027350257	0.0573010244	0.0	0.0470843271
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.0048134902	0.0137704289	0.0092524994	0.0	0.0362682906	0.0041104778	0.0	0.009381387	0.0011928801	0.0030145465	0.0	0.0022243981	0.0279209615	0.0	0.0	0.0079282495	0.0465280488	0.0	0.0018098884
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0101954529	0.1810661425	0.2568985173	0.0084795034	0.0063785208	0.0520460765	0.0055014999	0.1483505984	0.0103602949	0.0079788653	0.0	0.0014490919	0.0	0.0095114308	0.0	0.0385560051	0.0	0.0636445576	0.0620101621
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	0.0	0.0081076863	0.0088582379	0.0123802137	0.0	0.0059999166	0.0	0.0076021733	0.0006197468	0.0	0.0	0.0	0.0	0.0026505588	0.0	0.003737566	0.0456784943	0.0	0.0086042262
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.0041790434	0.0230324205	0.0234877992	0.0	0.0	0.010395602	0.0089666723	0.0233567199	0.0035288908	0.0048429781	0.0205625385	0.0	0.0	0.0042823449	0.0150001908	0.0110783614	0.0	0.0	0.0105020871
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	0.7931377643	0.2896172071	0.5320040134	0.0586298732	0.5032117044	0.136167076	0.6019415025	0.0879818834	0.0265191325	0.0272553036	0.113870687	0.0337355995	0.0514238981	0.1465260452	0.1939466136	0.2964329111	1.1443356683	0.2662600838	0.1603141784
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0073790532	0.0038898965	0.0035711637	0.0	0.0057563596	0.0012300079	0.0211723286	0.0	0.0	0.0029356767	0.0	0.0018155389	0.0	0.0027880483	0.0	0.0039740499	0.0	0.0051444221	0.0028103189
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	0.3970623571	0.2174057165	0.1868334466	0.0411881831	0.181387266	0.008071105	0.1764842547	0.8383633997	0.1391813859	0.3337936316	0.0	0.0213685468	0.1747228846	0.253707907	0.0666400568	0.3063950893	0.0647273415	0.0346883779	0.3408564655
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.0016849028	0.0004602427	0.0015605782	0.0	0.0069852893	0.0007033298	0.0	0.0	0.0009080374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000674633
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.0090251997	0.0045672946	0.0047298538	0.0	0.1230665468	0.0025577354	0.0	0.0118899564	0.0009023007	0.0	0.0	0.0	0.0	0.0	0.0248321136	0.0	0.0	0.0	0.0048443308
FGF4	P08620	False	FGF4_HUMAN		CPI-SS013E86AFF	0.0	0.00160228	0.0012737827	0.0	0.0	0.0007449462	0.0	0.0008004371	0.0	0.0	0.0	0.0	0.0262863077	0.0	0.0	0.0027103935	0.0	0.0	0.0012014346
FGF3	P11487	False	FGF3_HUMAN		CPI-SS0C2A73A10	0.0	0.0	0.0	0.0	0.0	0.000189109	0.0	0.0	0.0004673159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005941401
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.0017150705	0.0143607007	0.092460708	0.0169509577	0.0099828424	0.076276553	0.0	0.0099989303	0.0045256949	0.0	0.0	0.0099054689	0.0	0.0	0.0	0.027350257	0.0573010244	0.0	0.0470843271
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.0048134902	0.0137704289	0.0092524994	0.0	0.0362682906	0.0041104778	0.0	0.009381387	0.0011928801	0.0030145465	0.0	0.0022243981	0.0279209615	0.0	0.0	0.0079282495	0.0465280488	0.0	0.0018098884
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	2.4206682404	1.6159568037	1.8071516601	1.344525662	2.178318931	1.5207143026	1.4741413498	1.7844184164	2.2949644739	2.2506049345	0.89790101	0.830483561	2.6232608654	1.3623916337	0.7774338182	1.4194171357	1.619576561	0.9590703971	1.5646940629
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.0073790532	0.0038898965	0.0035711637	0.0	0.0057563596	0.0012300079	0.0211723286	0.0	0.0	0.0029356767	0.0	0.0018155389	0.0	0.0027880483	0.0	0.0039740499	0.0	0.0051444221	0.0028103189
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0068556805	0.0025566763	0.0033151813	0.0241137817	0.0139939655	0.0038093504	0.2458091773	0.006104513	0.0071069837	0.0034199345	0.11287799	0.0065172589	0.0925675385	0.010023776	0.0736901818	0.0	0.2843453902	0.0144712309	0.0046469907
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.3970623571	0.2174057165	0.1868334466	0.0411881831	0.181387266	0.008071105	0.1764842547	0.8383633997	0.1391813859	0.3337936316	0.0	0.0213685468	0.1747228846	0.253707907	0.0666400568	0.3063950893	0.0647273415	0.0346883779	0.3408564655
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.0041052549	0.0016101633	0.0020424204	0.0	0.0072601847	0.0011807377	0.0126261339	0.0044816995	0.003448192	0.0	0.2577088965	0.334677792	0.0	0.0	0.0877923341	0.0089851414	0.0893348535	0.0326399183	0.0017664982
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.0063404252	0.0804996037	0.0851701773	0.0519276056	0.0917512808	0.0692827466	0.0328450246	0.1253846287	0.0074436406	0.0028761112	0.0	0.0073976908	0.0	0.0299617716	0.0270747955	0.1383499916	0.0437421463	0.0	0.1379163793
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.0201324286	0.0265477964	0.0339145819	0.0166420827	0.0620773533	0.0255356544	0.0078875343	0.06560497	0.0492517166	0.0778449746	0.0	0.0041509627	0.0	0.0186455577	0.021960094	0.0111065344	0.2595707931	0.0	0.0253842858
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.1716024464	0.1055455792	0.3001263547	0.0616630915	0.6506477734	0.219814195	0.0345167488	0.0573748936	0.0256573399	0.0339890726	0.037539177	0.016678509	0.0232724615	0.1165438448	0.0538181591	0.0457917789	0.0905868049	0.3029476868	0.0403887536
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.007272152	0.0221648773	0.0163216184	0.0	0.0	0.0192921564	0.0	0.0214091136	0.0061972409	0.0042363085	0.0090244774	0.0020414049	0.0	0.0048145097	0.0	0.0204600325	0.0573010255	0.0	0.018206176
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.0137214385	0.195010144	0.1845476134	0.0826948732	0.0167029557	0.0494663434	0.0550660591	0.1648343021	0.0121769603	0.0054523399	0.0	0.0261256798	0.0	0.0528004471	0.0	0.1472176766	0.0	0.0051444221	0.1668385222
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.2139360415	0.0097221232	0.0041552411	0.0	0.0347668276	0.0105348775	0.1067895207	0.0426843517	0.0140751254	0.0131519535	0.0	0.1693787506	0.1676130885	0.3954891753	0.0	0.0076699821	0.1463100732	0.5177555882	0.0163564361
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.125460556	0.4430357446	0.2282360367	0.2921964155	0.0889942133	0.1806919565	0.1521946291	0.20373138	0.6805927679	0.8911764826	0.054142077	0.0990204784	1.2765113538	0.5084453013	0.0862038182	0.4287583077	0.2308432927	0.1112219956	0.4398224589
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.0	0.0	0.0015124676	0.0	0.0	0.0002515858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.2866975301	0.228643266	0.2328916992	0.2843124648	0.3099279695	0.2135086603	0.3036333537	0.2828641605	0.3947267511	0.4431604771	0.78434344	0.3062009614	0.5510394558	0.3224340666	0.396772	0.2766657691	0.2028135707	0.6890735853	0.2399013509
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0034519335	0.0217674314	0.0102102434	0.0139926161	0.0	0.0506917782	0.0047181372	0.2088904515	0.0029892622	0.0016132706	0.0	0.0117102576	0.0	0.0	0.013563342	0.0037061775	0.0	0.0	0.0817666553
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.0277855476	0.1364900255	0.2338334071	0.113334461	0.3042913833	0.0832508428	0.2170872904	0.1811552764	0.0078493744	0.0069645455	0.0090244774	0.0131208456	0.0	0.0937104849	0.0150001908	0.1301426399	0.7474882087	0.021179912	0.1868667246
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0004294723	0.0	0.0	0.0	0.0002958895	0.0	0.0	0.0	0.0	0.0	0.0037365932	0.0	0.0	0.0	0.0	0.0	0.0	0.0006375951
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005080937	0.0	0.0	0.0	0.0022781912	0.0	0.0	0.0	0.0	0.0	0.0	0.0002740672
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.0	0.0	0.0015124676	0.0	0.0	0.0002515858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS04A4A2334	0.0	0.0	0.0	0.0	0.0	0.0	0.0101883498	0.0	0.0	0.0	0.02721594	0.0043122691	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	0.0	0.0	0.0018136141	0.0	0.0	0.0002230702	0.0	0.0025402319	0.0009616979	0.0	0.04757971	0.0303819056	0.0	0.0	0.0	0.0	0.0	0.0	0.0005857599
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0004294723	0.0	0.0	0.0	0.0002958895	0.0	0.0	0.0	0.0	0.0	0.0037365932	0.0	0.0	0.0	0.0	0.0	0.0	0.0006375951
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0064993602	0.0110289036	0.0075173805	0.0370898944	0.0061475961	0.0027743667	0.0127197241	0.0190160281	0.0038547606	0.0100657003	0.18988012	0.0890945201	0.0	0.0027746047	0.1475669432	0.0156257666	0.0897098537	0.0	0.0099912623
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.0004294723	0.0	0.0	0.0	0.0002958895	0.0	0.0	0.0	0.0	0.0	0.0037365932	0.0	0.0	0.0	0.0	0.0	0.0	0.0006375951
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.673893839	0.0069542168	0.0233305201	0.0125509854	0.2718861207	0.0205846385	0.4550731672	0.3831180573	0.0067539277	0.0070499791	0.3561068511	0.0050755409	0.0	0.0087208542	0.0	0.0055484349	1.5997104963	0.0768764538	0.0101707571
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.307965036	0.3951967488	0.3485380044	0.2625392113	0.1552027192	0.3677866719	0.1974357374	0.264989288	0.0845121801	0.0798155765	0.12935749	0.0939494611	0.0451912885	0.2513362751	0.0614536705	0.2875145889	0.2032622195	0.0468705235	0.3822093667
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0133084824	0.0286447226	0.0453102976	0.0215682254	0.1256152291	0.0263836031	0.0114483399	0.0207872919	0.0086052313	0.0089948494	0.0	0.0082450283	0.0	0.0390317291	0.0	0.015827929	0.0	0.0	0.0226791704
