id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-SS04124F4E1	EPO_EFNB2	simple:P01588	simple:P52799	ENSG00000130427	ENSG00000125266	True	False	True	IMEx,IntAct	False	0.083																					0.323741557					0.3532137841	0.3057942204											0.3128843943		0.364852862					0.3943250891	0.3469055255											0.3539956993		0.2967423497					0.3262145768												0.285885187		0.2908565334					0.3203287605	0.2729091968											0.2799993707		0.2844607808					0.3139330079	0.2665134442											0.2736036181																					0.3851770274					0.4146492545	0.3672296909											0.3743198647																																																																																																	0.2749921829					0.30446441												0.2641350202																																																																														0.3019043493					0.3313765764	0.2839570127											0.2910471866
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		ENSG00000107779	False	True	True	curated	False	0.083	1.1102811011	0.9190911305	0.9469340485	0.8987840592	1.11017455	0.9740316382	1.1045691455	0.8831761178	0.8406607577	0.8469775247	0.852036603	0.8312253323	0.9280717785	0.9372519852	0.8545373101	0.855445046	1.1564302447		0.9009391692																																																										0.5662426973	0.3750527267	0.4028956448	0.3547456555	0.5661361462	0.4299932345	0.5605307417	0.339137714					0.3840333748	0.3932135814			0.6123918409		0.3569007654																																																																																																																																																																																																																																																																										
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	ENSG00000092969		True	False	True	curated	False	0.083																								0.4244540918		0.2073425964				0.6760819752	0.7874128304					0.2596243552	0.3166055376						0.5422401161		0.3251286207				0.7938679995	0.9051988547					0.3774103795	0.4343915619																									0.6807520542		0.4636405588				0.9323799376	1.0437107928					0.5159223176	0.5729035						0.4815742899		0.2644627944				0.7332021733	0.8445330284					0.3167445532	0.3737257356																																																																																																																																																																																																																							0.4906860113		0.2735745159				0.7423138947	0.8536447499					0.3258562747	0.3828374571																				
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ENSG00000091879	ENSG00000120156	True	False	True	curated	False	0.083																					0.1497158146	0.1795622672			0.1739663864		0.1470610911										0.4918055815	0.1619088715		0.1716694994	0.201515952			0.1959200711		0.1690147759										0.5137592663	0.1838625562																																								0.1405178433	0.1703642959			0.164768415		0.1378631198										0.4826076102	0.1527109001																					0.1438643447	0.1737107973			0.1681149165		0.1412096212										0.4859541116	0.1560574016																																																																																																																																																																																																0.1417551446	0.1716015972			0.1660057163		0.1391004211										0.4838449115	0.1539482014
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	ENSG00000120156	ENSG00000154188	True	True	False	curated	False	0.083																				0.3177610521			0.4814063883			0.2725800582									0.3487247876	0.4296124724			0.3476075048			0.511252841			0.3024265108									0.3785712402	0.459458925																																									0.3420116239			0.5056569601			0.2968306299									0.3729753593	0.4538630442																						0.3151063286			0.4787516649			0.2699253347									0.3460700641	0.4269577489																																																																																																																																																																														0.659850819			0.8234961552			0.6146698251									0.6908145545	0.7717022393			0.329954109			0.4935994452			0.284773115									0.3609178444	0.4418055293		
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	ENSG00000125266	ENSG00000154928	False	True	True	curated	False	0.086																				0.2778569662		0.3811361384			0.2106693619			0.3705407755	0.6283495702			0.617384702			0.2487573072			0.2576856475																																																																													0.3073291933		0.4106083655			0.240141589			0.4000130027	0.6578217973			0.6468569292			0.2782295344			0.2871578746	0.2599096297		0.3631888019						0.352593439	0.6104022336			0.5994373655			0.2308099707			0.239738311																																																																																																																																																																																															0.2669998035		0.3702789757			0.1998121992			0.3596836129	0.6174924075			0.6065275394			0.2379001445			0.2468284848
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	ENSG00000099250	ENSG00000075213	True	True	False	curated	False	0.089																	0.4647341241									0.7544370243										0.8231841237		0.5508586276							1.0926452084										1.1613923078		0.8890668117																										0.4945810779										0.5633281773									0.8421356121										0.9108827115		0.6385572154							0.4682668116										0.537013911									0.4029800434										0.4717271428																																															1.1330396561										1.2017867555		0.9294612594							0.6764549348										0.7452020342		0.4728765381																																																																0.4140970171										0.4828441165									0.9522466761										1.0209937755		0.7486682794							0.6436954575										0.7124425569									0.6128968567										0.6816439561		0.40931846
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	ENSG00000118257	ENSG00000112715	True	True	False	curated	False	0.089																				0.3463692233													0.2888115747						0.5997639768			0.462261104	0.4670188357									0.5422063281																																												0.4858858546			0.3483829818	0.3531407135									0.4283282059						0.4068110554			0.2693081826	0.2740659143									0.3492534067						0.4416767932			0.3041739204	0.3089316521									0.3841191445																																																															0.4022485249			0.2647456522	0.2695033838									0.3446908763																																																																																		0.3814753512													0.3239177025						0.4204611907			0.2829583179	0.2877160496									0.362903542						0.4440188902			0.3065160174	0.3112737491									0.3864612415					
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.089																										0.5372480402										0.6059951396		0.3336696435							0.5021055019										0.5708526013		0.2985271052																										0.4664136817										0.5351607811		0.2628352851							0.492595363										0.5613424624		0.2890169663							0.9356782701										1.0044253695		0.7320998734							0.5773429273										0.6460900266		0.3737645306																																																																																																						0.3831933454										0.4519404448																												0.5069126754										0.5756597748		0.3033342788							0.6614296806										0.73017678		0.4578512839							0.7082050285										0.7769521279		0.5046266318							0.5831634798										0.6519105792		0.3795850831
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.089																	0.4647341241									0.7544370243										0.8231841237		0.5508586276							1.0926452084										1.1613923078		0.8890668117																										0.4945810779										0.5633281773									0.8421356121										0.9108827115		0.6385572154							0.4682668116										0.537013911									0.4029800434										0.4717271428																																															1.1330396561										1.2017867555		0.9294612594							0.6764549348										0.7452020342		0.4728765381																																																																0.4140970171										0.4828441165									0.9522466761										1.0209937755		0.7486682794							0.6436954575										0.7124425569									0.6128968567										0.6816439561		0.40931846
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	ENSG00000099250	ENSG00000112715	True	True	False	curated	False	0.094																				0.7387305508			0.601227678	0.6059854097									0.6811729021						1.0769387349			0.9394358621	0.9441935938									1.0193810862																									0.4788746044																			0.8264291385			0.6889262658	0.6936839974									0.7688714899						0.452560338																																																																												1.1173331825			0.9798303098	0.9845880414									1.0597755339						0.6607484613			0.5232455885	0.5280033202									0.6031908126																																																																																		0.9365402025			0.7990373298	0.8037950614									0.8789825539						0.627988984			0.4904861112	0.4952438429									0.5704313353						0.5971903831			0.4596875104	0.464445242									0.5396327345					
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	ENSG00000116106	ENSG00000108947	False	True	True	curated	False	0.094																					0.624145242	0.5941102566			0.6499549315			0.7640688688	0.803392753			0.6047600696						0.6001080616		0.8385096489	0.8084746635			0.8643193384			0.9784332757	1.0177571599			0.8191244765						0.8144724684																												0.522523435	0.5618473192											0.7014488539	0.6714138684			0.7272585434			0.8413724807	0.8806963649			0.6820636814						0.6774116734																																																																																																																											0.6133249866	0.6526488707																																																					0.4777043412			0.5918182786	0.6311421628																		0.5486252431	0.5879491272																		0.5266007425	0.5659246267																		0.563105981	0.6024298651									
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	ENSG00000176697	ENSG00000148053	True	False	True	curated	False	0.097																				1.0805647381	0.7090895613	0.6428021826	0.9747081768				0.9722065917						0.6684301235		0.6158196645			0.7327731972	1.1101838129	0.7387086361	0.6724212574	1.0043272516	0.5799969215			1.0018256665						0.6980491983		0.6454387393			0.762392272																																							1.1170437958	0.7455686189	0.6792812402	1.0111872344	0.5868569043	0.5306701233		1.0086856493						0.7049091812		0.6522987221			0.7692522548																																																																																																																																																																												1.0862264692	0.7147512924	0.6484639137	0.9803699079				0.9778683228						0.6740918547		0.6214813956			0.7384349283																																																									
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	ENSG00000157168	ENSG00000171208	True	True	True	InnateDB-All	False	0.097																					0.996136859	1.0406604773					1.0714169626						1.0043435554					1.0505125182																					1.3911517426	1.4356753609					1.4664318462						1.399358439					1.4455274018																					0.9570998774	1.0016234957					1.032379981						0.9653065739					1.0114755366																																																																																																																				0.9754437884	1.0199674067					1.050723892						0.9836504848					1.0298194476		0.7665089266	0.8110325448					0.8417890301						0.774715623					0.8208845858																					1.2483380882	1.2928617064					1.3236181917						1.2565447846					1.3027137473																																								1.4916425768	1.536166195					1.5669226803						1.4998492732					1.5460182359
CPI-SS01BCB9360	NCAM1_BDNF	simple:P13591	simple:P23560	ENSG00000149294	ENSG00000176697	True	True	False	I2D	False	0.1		0.8266326489	0.8562517237			0.8631117065										0.83229438					0.8016692431	0.8312883179			0.8381483007										0.8073309742																																																														0.8373912974	0.8670103722			0.873870355										0.8430530285																								0.815763433	0.8453825078			0.8522424906										0.8214251641					1.1536968999	1.1833159747			1.1901759575										1.159358631					1.2506616464	1.2802807212			1.287140704										1.2563233775																																											1.2861606883	1.3157797631			1.3226397459										1.2918224194					1.0204626545	1.0500817293			1.0569417121										1.0261243856																																																																																	0.8179867766	0.8476058514			0.8544658342										0.8236485077			
CPI-SS0E25CE362	EGFR_TGFA	simple:P00533	simple:P01135	ENSG00000146648	ENSG00000163235	True	True	False	curated	False	0.1					0.5414748662		0.5135827071					0.5486178324	0.495890866	0.6376309635				0.4976877077																																																															0.280108568		0.2522164088					0.2872515342	0.2345245677	0.3762646653				0.2363214095																									0.4708789279		0.4429867688					0.4780218941	0.4252949277	0.5670350252				0.4270917694						0.3047302838		0.2768381246					0.31187325	0.2591462835	0.4008863811				0.2609431253																																												0.2877885535		0.2598963943					0.2949315197	0.2422045532	0.3839446508				0.244001395																																																																																																					0.9268309027		0.8989387435					0.9339738689	0.8812469024	1.022987				0.8830437442																																							
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.1													0.5417422664				0.4688354251															0.6155677003				0.5426608591															0.6214154292				0.548508588															0.5570017831				0.4840949418															0.5913742478				0.5184674065															0.6019824791				0.5290756378															0.5810607138				0.5081538726															0.5650264286				0.4921195873																																		0.4600876802				0.387180839															0.7407098714				0.6678030302															0.5867174969				0.5138106557															0.5353776153				0.4624707741															0.5327774673				0.459870626															0.4862119421				0.4133051008															0.540874217				0.4679673758															0.7850672313				0.71216039															0.9785741793				0.905667338															0.5959100571				0.5230032158		
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.1																								0.9198227133		1.1993195448										0.4756135371							0.9119894196		1.1914862511										0.4677802434							0.8794532515		1.158950083										0.4352440753							0.8320984808		1.1115953123										0.3878893046							0.9875560472		1.2670528787										0.543346871							0.834975998		1.1144728295										0.3907668218							0.8816726281		1.1611694596										0.4374634519																																																																																			0.8312603119		1.1107571434										0.3870511357							0.8447341641		1.1242309956										0.4005249879																										0.9489632787		1.2284601102										0.5047541025							0.8601708818		1.1396677134										0.4159617056																										1.0469799866		1.3264768182										0.6027708105		
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	ENSG00000115414		True	False	False	curated	True	0.1																																																																																																																																																																																																																																																																																														0.3522512206				0.2125039383		0.2643372137		0.250625183	0.3057613429	0.3088542346	0.34915888	0.2267519214	0.3733114079	0.30619172	0.1706652363	0.2696037539			0.7725066162				0.6327593338		0.6845926093		0.6708805786	0.7260167384	0.7291096302	0.7694142756	0.647007317	0.7935668035	0.7264471155	0.5909206319	0.6898591495			0.6899545068				0.5502072244		0.6020404999		0.5883284692	0.643464629	0.6465575208	0.6868621662	0.5644552076	0.7110146941	0.6438950061	0.5083685225	0.6073070401																					
CPI-CS0FFBA02F8	ACVR_1A2A receptor_BMP6	complex:ACVR_1A2A receptor	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.1																								0.9198227133		1.1993195448										0.4756135371							0.9119894196		1.1914862511										0.4677802434							0.8794532515		1.158950083										0.4352440753							0.8320984808		1.1115953123										0.3878893046							0.9875560472		1.2670528787										0.543346871							0.834975998		1.1144728295										0.3907668218							0.8816726281		1.1611694596										0.4374634519																																																																																			0.8312603119		1.1107571434										0.3870511357							0.8447341641		1.1242309956										0.4005249879																										0.9489632787		1.2284601102										0.5047541025							0.8601708818		1.1396677134										0.4159617056																										1.0469799866		1.3264768182										0.6027708105		
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.1																										0.3859958059								0.4130906923		0.6425846465									0.3781625122								0.4052573986		0.6347513528									0.3456263441								0.3727212304		0.6022151847									0.2982715734								0.3253664598		0.554860414									0.4537291398								0.4808240262		0.7103179804									0.3011490906								0.3282439769		0.5577379312									0.3478457207								0.374940607		0.6044345613																																																																																					0.2974334045								0.3245282908		0.5540222451									0.3109072567								0.3380021431		0.5674960973																												0.4151363712								0.4422312576		0.6717252118									0.3263439744								0.3534388608		0.582932815																												0.5131530792								0.5402479656		0.7697419198		
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.1																										0.3859958059								0.4130906923		0.6425846465									0.3781625122								0.4052573986		0.6347513528									0.3456263441								0.3727212304		0.6022151847									0.2982715734								0.3253664598		0.554860414									0.4537291398								0.4808240262		0.7103179804									0.3011490906								0.3282439769		0.5577379312									0.3478457207								0.374940607		0.6044345613																																																																																					0.2974334045								0.3245282908		0.5540222451									0.3109072567								0.3380021431		0.5674960973																												0.4151363712								0.4422312576		0.6717252118									0.3263439744								0.3534388608		0.582932815																												0.5131530792								0.5402479656		0.7697419198		
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.1					0.35997174		0.4290439739																	0.433797174		0.5028694078																	0.4396449029		0.5087171367																	0.3752312567		0.4443034906																	0.4096037214		0.4786759553																	0.4202119527		0.4892841866																	0.3992901875		0.4683624213																	0.3832559022		0.4523281361																																				0.2783171539		0.3473893877																	0.558939345		0.6280115789																	0.4049469705		0.4740192044																	0.3536070889		0.4226793228																	0.3510069409		0.4200791748																	0.3044414157		0.3735136496																	0.3591036907		0.4281759245																	0.6032967049		0.6723689388																	0.7968036529		0.8658758868																	0.4141395307		0.4832117646												
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	ENSG00000122218	ENSG00000171631	True	False	True	IMEx,IntAct	False	0.1											0.4887876449	0.4224079732																		0.551715551	0.4853358793																		0.5651360336	0.4987563618																		0.493728644	0.4273489722																		0.536359275	0.4699796033																		0.5219181272	0.4555384554																		0.5605135245	0.4941338528																		0.5615814389	0.4952017672																																					0.4897842079	0.4234045362																		0.5885370266	0.5221573549																		0.5308155272	0.4644358554																		0.5782407918	0.5118611201																		0.5188460892	0.4524664175																		0.5264863034	0.4601066317																		0.4876005166	0.4212208448																		0.6501543621	0.5837746903																		0.4958917389	0.4295120672																		0.5449678903	0.4785882186							
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	ENSG00000182985	ENSG00000177707	False	False	False	curated	False	0.111	1.2636936557	1.2208590214	1.6529427521										1.2364873336	1.2486852637			1.2640028204			1.020235792	0.9774011577	1.4094848884										0.9930294699	1.0052274			1.0205449567			0.8666857976		1.2559348939											0.8516774056			0.8669949622																																									0.881623941	0.8387893067	1.2708730373										0.8544176188	0.866615549			0.8819331056																						1.0274610081	0.9846263738	1.4167101044										1.0002546859	1.0124526161			1.0277701728					0.8467971185																																																							0.8390499996		1.228299096																			1.2936568867																			1.1767189176																																						1.229930393																																																							1.0989538355	1.0561192012	1.4882029318										1.0717475133	1.0839454435			1.0992630002		
CPI-SS01E3453DB	RSPO2_LGR4	simple:Q6UXX9	simple:Q9BXB1	ENSG00000147655	ENSG00000205213	True	False	True	guidetopharmacology.org	False	0.111																				0.4426970391	0.276859752	0.2706401045		0.2897632605	0.2795523149	0.4847630605	0.2841410741								0.2536941341	0.3967673027		0.2780395239	0.373364577	0.20752729	0.2013076425		0.2204307985	0.2102198529	0.4154305984	0.2148086121								0.1843616721	0.3274348407		0.2087070619																																																																																																																																																																																																																																					0.5143482177	0.3485109306	0.3422912831		0.3614144391	0.3512034936	0.5564142391	0.3557922527								0.3253453128	0.4684184813		0.3496907026																																							0.4583054262	0.2924681391	0.2862484916		0.3053716476	0.295160702	0.5003714475	0.2997494612								0.2693025212	0.4123756898		0.293647911
CPI-SS00550260E	CADM3_NECTIN3	simple:Q8N126	simple:Q9NQS3	ENSG00000162706	ENSG00000177707	False	False	False	curated	False	0.111																				0.2251318955	0.1822972612	0.6143809919											0.2101235035			0.2254410602			0.2837123762	0.2408777419	0.6729614725										0.256506054	0.2687039842			0.2840215408			0.2327241341	0.1898894998	0.6219732305											0.2177157422			0.2330332988																						0.2133873266	0.1705526923	0.6026364229											0.1983789346			0.2136964913																						0.234020311	0.1911856767	0.6232694073										0.2068139888	0.219011919			0.2343294757																																																																																	0.5851427802																																																							0.2802225904	0.2373879561	0.6694716868										0.2530162683	0.2652141984			0.2805317551																																									0.2387161108	0.1958814765	0.6279652071										0.2115097886	0.2237077188			0.2390252755		
CPI-SS05D7900BF	PTN_ALK	simple:P21246	simple:Q9UM73	ENSG00000105894	ENSG00000171094	True	False	True	curated	False	0.114								1.3336705493						0.9256277963					0.8007317418								0.8205875833						0.4125448303													0.7197674206																			0.8073766369																			0.7105076266																			0.6998742658																			1.6637213734						1.2556786204					1.1307825659								0.7100274101																			1.152517824						0.744475071					0.6195790165								1.1777442727						0.7697015197					0.6448054652								0.832424016																			0.7444452648																			1.0318912378						0.6238484848					0.4989524303								1.2016700177						0.7936272647					0.6687312102								1.7114148923						1.3033721393					1.1784760848								1.0184716817						0.6104289287					0.4855328741								1.0060664588						0.5980237058					0.4731276513								1.2997443668						0.8917016138					0.7668055593								0.8176812067						0.4096384537					
