MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1329039	Ccl17	chemokine (C-C motif) ligand 17	8		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:1346316	Ccl19	chemokine (C-C motif) ligand 19	4		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:1329031	Ccl20	chemokine (C-C motif) ligand 20	1		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:1349183	Ccl21a	chemokine (C-C motif) ligand 21A (serine)	4		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:1349183	Ccl21a	chemokine (C-C motif) ligand 21A (serine)	4		positive regulation of ERK1 and ERK2 cascade			ISO	O00585 	J:164563 	
MGI:1349182	Ccl21b	chemokine (C-C motif) ligand 21B (leucine)	4		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:1349182	Ccl21b	chemokine (C-C motif) ligand 21B (leucine)	4		positive regulation of ERK1 and ERK2 cascade			ISO	O00585 	J:164563 	
MGI:1891386	Ccl21c	chemokine (C-C motif) ligand 21C (leucine)	4		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:1891386	Ccl21c	chemokine (C-C motif) ligand 21C (leucine)	4		positive regulation of ERK1 and ERK2 cascade			ISO	O00585 	J:164563 	
MGI:1306779	Ccl22	chemokine (C-C motif) ligand 22	8		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:1928953	Ccl24	chemokine (C-C motif) ligand 24	5		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:1099448	Ccl25	chemokine (C-C motif) ligand 25	8		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:3589281	Ccl26	chemokine (C-C motif) ligand 26	5		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:95537	Ccn2	cellular communication network factor 2	10		positive regulation of ERK1 and ERK2 cascade			ISO	P29279 	J:164563 	
MGI:104618	Ccr1	chemokine (C-C motif) receptor 1	9		positive regulation of ERK1 and ERK2 cascade			ISO	P32246 	J:164563 	
MGI:104617	Ccr1l1	chemokine (C-C motif) receptor 1-like 1	9		positive regulation of ERK1 and ERK2 cascade			ISO	P32246 	J:164563 	
MGI:88335	Cd4	CD4 antigen	6		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002605579 	J:265628 	
MGI:88335	Cd4	CD4 antigen	6		positive regulation of ERK1 and ERK2 cascade			ISO	P01730 	J:164563 	
MGI:107899	Cd36	CD36 molecule	5		positive regulation of ERK1 and ERK2 cascade			IMP		J:225484 	
MGI:88338	Cd44	CD44 antigen	2		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002566805 	J:265628 	
MGI:88338	Cd44	CD44 antigen	2		positive regulation of ERK1 and ERK2 cascade			IMP		J:114878 	
MGI:88338	Cd44	CD44 antigen	2		positive regulation of ERK1 and ERK2 cascade			ISO	P16070 	J:164563 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002679661 	J:265628 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of ERK1 and ERK2 cascade			IMP		J:156237 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of ERK1 and ERK2 cascade			ISO	P04233 	J:164563 	
MGI:1336166	Cflar	CASP8 and FADD-like apoptosis regulator	1		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:620847 	J:155856 	
MGI:1340899	Chil1	chitinase-like 1	1		positive regulation of ERK1 and ERK2 cascade			ISO	P36222 	J:164563 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		positive regulation of ERK1 and ERK2 cascade	happens in cingulate cortex,regulates a function/process that happens in neuron projection|happens in dentate gyrus,regulates a function/process that happens in neuron projection		IDA		J:238460 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		positive regulation of ERK1 and ERK2 cascade	uses UniProtKB:P12023,happens at the same time as UBERON:0018241,happens in hippocampal formation		IGI	P05067 	J:157839 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		positive regulation of ERK1 and ERK2 cascade	happens in hippocampal formation,is a part of response to nicotine,uses UniProtKB:P63085		IMP		J:239214 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2348 	J:155856 	
MGI:1344418	Cib1	calcium and integrin binding 1 (calmyrin)	7		positive regulation of ERK1 and ERK2 cascade			IMP		J:141569 	
MGI:104686	Crkl	v-crk avian sarcoma virus CT10 oncogene homolog-like	16		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002717687 	J:265628 	
MGI:104686	Crkl	v-crk avian sarcoma virus CT10 oncogene homolog-like	16		positive regulation of ERK1 and ERK2 cascade			IMP	MGI:1931805 	J:105263 	
MGI:104686	Crkl	v-crk avian sarcoma virus CT10 oncogene homolog-like	16		positive regulation of ERK1 and ERK2 cascade			ISO	P46109 	J:164563 	
MGI:1339758	Csf1r	colony stimulating factor 1 receptor	18		positive regulation of ERK1 and ERK2 cascade			IMP		J:177179 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	
MGI:103556	Cxcl12	chemokine (C-X-C motif) ligand 12	6		positive regulation of ERK1 and ERK2 cascade	happens in fibroblast		IGI	MGI:1341264 	J:200277 	
MGI:2387642	Cxcl17	chemokine (C-X-C motif) ligand 17	7		positive regulation of ERK1 and ERK2 cascade			ISO	Q6UXB2 	J:164563 	
MGI:109563	Cxcr4	chemokine (C-X-C motif) receptor 4	1		positive regulation of ERK1 and ERK2 cascade	happens in fibroblast		IMP		J:160174 	
MGI:1917336	Cysltr2	cysteinyl leukotriene receptor 2	14		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:619797 	J:155856 	
MGI:94869	Dcc	deleted in colorectal carcinoma	18		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2492 	J:155856 	
MGI:108517	Denn2b	DENN domain containing 2B	7		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002691605 	J:265628 	
MGI:108517	Denn2b	DENN domain containing 2B	7		positive regulation of ERK1 and ERK2 cascade			ISO	P78524-1 	J:73065 	
MGI:2443036	Dnajc27	DnaJ heat shock protein family (Hsp40) member C27	12		positive regulation of ERK1 and ERK2 cascade			IDA		J:210622 	
MGI:94924	Drd2	dopamine receptor D2	9		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2520 	J:155856 	
MGI:1925064	Dstyk	dual serine/threonine and tyrosine protein kinase	1		positive regulation of ERK1 and ERK2 cascade			ISO	Q6XUX3 	J:164563 	
MGI:1934928	Dusp15	dual specificity phosphatase-like 15	2		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:1305990 	J:155856 	
MGI:105923	Ednra	endothelin receptor type A	8		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2535 	J:155856 	
MGI:95290	Egf	epidermal growth factor	3		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2542 	J:155856 	
MGI:95294	Egfr	epidermal growth factor receptor	11		positive regulation of ERK1 and ERK2 cascade			ISO	P00533 	J:164563 	
MGI:95407	Epo	erythropoietin	5		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2559 	J:155856 	
MGI:95408	Epor	erythropoietin receptor	9		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2560 	J:155856 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		positive regulation of ERK1 and ERK2 cascade			ISO	Q15303 	J:164563 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2581 	J:155856 	
MGI:109392	Esr2	estrogen receptor 2 (beta)	12		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2582 	J:155856 	
MGI:101802	F2r	coagulation factor II (thrombin) receptor	13		positive regulation of ERK1 and ERK2 cascade			IDA		J:175344 	
MGI:101910	F2rl1	coagulation factor II (thrombin) receptor-like 1	13		positive regulation of ERK1 and ERK2 cascade			IDA		J:175344 	
MGI:101910	F2rl1	coagulation factor II (thrombin) receptor-like 1	13		positive regulation of ERK1 and ERK2 cascade			ISO	P55085 	J:164563 	
MGI:1354695	Fbxw7	F-box and WD-40 domain protein 7	3		positive regulation of ERK1 and ERK2 cascade			ISO	Q969H0 	J:164563 	
MGI:2385001	Fermt2	fermitin family member 2	14		positive regulation of ERK1 and ERK2 cascade			ISO	Q96AC1 	J:164563 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		positive regulation of ERK1 and ERK2 cascade			IMP		J:99416 	
MGI:1316726	Fga	fibrinogen alpha chain	3		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000441572 	J:265628 	
MGI:1316726	Fga	fibrinogen alpha chain	3		positive regulation of ERK1 and ERK2 cascade			ISO	P02671 	J:164563 	
MGI:99501	Fgb	fibrinogen beta chain	3		positive regulation of ERK1 and ERK2 cascade			ISO	P02675 	J:164563 	
MGI:95515	Fgf1	fibroblast growth factor 1	18		positive regulation of ERK1 and ERK2 cascade			ISO	P05230 	J:164563 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in neuronal stem cell		IDA		J:119299 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of ERK1 and ERK2 cascade			IDA		J:287039 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2609 	J:155856 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of ERK1 and ERK2 cascade			ISO	P09038 	J:164563 	
MGI:95518	Fgf4	fibroblast growth factor 4	7		positive regulation of ERK1 and ERK2 cascade			ISO	P08620 	J:164563 	
MGI:99604	Fgf8	fibroblast growth factor 8	19		positive regulation of ERK1 and ERK2 cascade			IGI	MGI:99511 	J:205567 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002608294 	J:265628 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in left lung rudiment epithelium|regulates a function/process that happens in right lung rudiment epithelium		IGI	MGI:1345138 MGI:1345139 	J:174194 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in epithelium of seminal vesicle		IGI	MGI:95523 	J:119935 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in fibroblast		IMP	MGI:1859647 	J:89611 	
MGI:1096383	Fgf15	fibroblast growth factor 15	7		positive regulation of ERK1 and ERK2 cascade			ISO	O95750 	J:164563 	
MGI:1277980	Fgf18	fibroblast growth factor 18	11		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in osteoblast		IDA		J:75070 	
MGI:1891346	Fgf20	fibroblast growth factor 20	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q9EST9 	J:73065 	
MGI:1861377	Fgf21	fibroblast growth factor 21	7		positive regulation of ERK1 and ERK2 cascade			ISO	Q9NSA1 	J:164563 	
MGI:1891427	Fgf23	fibroblast growth factor 23	6		positive regulation of ERK1 and ERK2 cascade			IDA		J:117479 	
MGI:1919764	Fgfbp3	fibroblast growth factor binding protein 3	19		positive regulation of ERK1 and ERK2 cascade	happens in UBERON:0004167		IMP		J:171305 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in epithelium of seminal vesicle		IGI	MGI:1099809 	J:119935 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of ERK1 and ERK2 cascade			ISO	P22607 	J:164563 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		positive regulation of ERK1 and ERK2 cascade			IBA	PTN004704289 	J:265628 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		positive regulation of ERK1 and ERK2 cascade			ISO	P22455 	J:164563 	
MGI:95526	Fgg	fibrinogen gamma chain	3		positive regulation of ERK1 and ERK2 cascade			ISO	P02679 	J:164563 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		positive regulation of ERK1 and ERK2 cascade			ISO	P35916 	J:164563 	
MGI:1278319	Fpr2	formyl peptide receptor 2	17		positive regulation of ERK1 and ERK2 cascade			ISO	P25090 	J:164563 	
MGI:1194495	Fpr3	formyl peptide receptor 3	17		positive regulation of ERK1 and ERK2 cascade			ISO	P25090 	J:164563 	
MGI:1278318	Fpr-rs3	formyl peptide receptor, related sequence 3	17		positive regulation of ERK1 and ERK2 cascade			ISO	P25090 	J:164563 	
MGI:1278317	Fpr-rs4	formyl peptide receptor, related sequence 4	17		positive regulation of ERK1 and ERK2 cascade			ISO	P25090 	J:164563 	
MGI:2448176	Fpr-rs6	formyl peptide receptor, related sequence 6	17		positive regulation of ERK1 and ERK2 cascade			ISO	P25090 	J:164563 	
MGI:95583	Fshr	follicle stimulating hormone receptor	17		positive regulation of ERK1 and ERK2 cascade			ISO	P23945 	J:164563 	
MGI:2685790	Garem1	GRB2 associated regulator of MAPK1 subtype 1	18		positive regulation of ERK1 and ERK2 cascade			ISO	Q9H706 	J:164563 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q14393 	J:73065 	
MGI:95664	Gata4	GATA binding protein 4	14		positive regulation of ERK1 and ERK2 cascade	happens in cardiac muscle cell		IDA		J:232979 	
MGI:95674	Gcg	glucagon	2		positive regulation of ERK1 and ERK2 cascade			IDA		J:160042 	
MGI:1100870	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	13		positive regulation of ERK1 and ERK2 cascade			IMP		J:205650 	
MGI:1100870	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	13		positive regulation of ERK1 and ERK2 cascade			ISO	Q8N0V5 	J:164563 	
MGI:1917770	Glipr2	GLI pathogenesis-related 2	4		positive regulation of ERK1 and ERK2 cascade			ISO	Q9H4G4 	J:164563 	
MGI:95772	Gnai2	guanine nucleotide binding protein (G protein), alpha inhibiting 2	9		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:620243 	J:155856 	
MGI:2653863	Gpbar1	G protein-coupled bile acid receptor 1	1		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:631400 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of ERK1 and ERK2 cascade			IDA		J:174852 J:201283 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of ERK1 and ERK2 cascade			ISO	Q99527 	J:164563 	
MGI:1934765	Gpnmb	glycoprotein (transmembrane) nmb	6		positive regulation of ERK1 and ERK2 cascade	happens in brain		IC	GO:0001934 	J:215633 	
MGI:1934765	Gpnmb	glycoprotein (transmembrane) nmb	6		positive regulation of ERK1 and ERK2 cascade	uses UniProtKB:P28862		IDA		J:129206 	
MGI:2685064	Gpr55	G protein-coupled receptor 55	1		positive regulation of ERK1 and ERK2 cascade			ISO	Q9Y2T6 	J:164563 	
MGI:2442034	Gpr183	G protein-coupled receptor 183	14		positive regulation of ERK1 and ERK2 cascade			ISO	P32249 	J:164563 	
MGI:103580	Hand2	heart and neural crest derivatives expressed 2	8		positive regulation of ERK1 and ERK2 cascade			ISO	P61296 	J:164563 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of ERK1 and ERK2 cascade			IDA		J:127314 	
MGI:2385650	Hcrtr1	hypocretin (orexin) receptor 1	4		positive regulation of ERK1 and ERK2 cascade			IDA		J:179764 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of ERK1 and ERK2 cascade			IDA		J:126243 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of ERK1 and ERK2 cascade			ISO	P09429 	J:164563 	
MGI:96159	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	13		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2803 	J:155856 	
MGI:96224	Hras	Harvey rat sarcoma virus oncogene	7		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2827 	J:155856 	
MGI:96224	Hras	Harvey rat sarcoma virus oncogene	7		positive regulation of ERK1 and ERK2 cascade			ISO	P01112 	J:164563 	
MGI:109521	Htr2a	5-hydroxytryptamine (serotonin) receptor 2A	14		positive regulation of ERK1 and ERK2 cascade			ISO	P28223 	J:164563 	
MGI:109323	Htr2b	5-hydroxytryptamine (serotonin) receptor 2B	1		positive regulation of ERK1 and ERK2 cascade			ISO	P41595 	J:164563 	
MGI:96281	Htr2c	5-hydroxytryptamine (serotonin) receptor 2C	X		positive regulation of ERK1 and ERK2 cascade			ISO	P28335 	J:164563 	
MGI:96382	Iapp	islet amyloid polypeptide	6		positive regulation of ERK1 and ERK2 cascade			ISO	P10997 	J:164563 	
MGI:96392	Icam1	intercellular adhesion molecule 1	9		positive regulation of ERK1 and ERK2 cascade			ISO	P05362 	J:164563 	
MGI:96432	Igf1	insulin-like growth factor 1	10		positive regulation of ERK1 and ERK2 cascade			ISO	P05019 	J:164563 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2890 	J:155856 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2891 	J:155856 	
MGI:96559	Il6	interleukin 6	5		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2901 	J:155856 	
MGI:96573	Ins2	insulin II	7		positive regulation of ERK1 and ERK2 cascade	uses Mapk3,uses Mapk1		IDA		J:79150 	
MGI:96612	Itgb3	integrin beta 3	11		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:628868 	J:155856 	
MGI:96646	Jun	jun proto-oncogene	4		positive regulation of ERK1 and ERK2 cascade			IMP	MGI:2673694 	J:216505 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		positive regulation of ERK1 and ERK2 cascade			ISO	P35968 	J:164563 	
