gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astrocytes	CA1 Neurons	CA2/CA3 Neuron	Cajal Retzius	Choroid Plexus	Dentate Gyrus	Fibroblast	Inhibitory Interneurons	Microglia	Neurons	OPC	Oligo	Pericytes	Subiculum	VLMC	Vascular Endothelial
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0B990492C	15.2350162662	7.2203768608	5.0131411637	1.1753404718	0.8964582611	5.4360151141	0.8841144926	7.7379846866	3.6626743611	7.9261580499	6.0176090857	3.4641297469	2.3416203977	9.2217665656	0.2118041951	2.2867819412
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS0C5E9FBFB	0.0706312153	0.1978044778	0.4217502564	0.7898451338	0.1688776847	0.3534383093	0.3666021281	0.1926753722	0.0947425266	0.1074329893	0.2005416476	0.5660633659	0.0522466023	0.2186357519	0.1549570732	0.0880591765
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS03859E16F	0.0	0.0103692794	0.0192752366	0.0	0.0818512808	0.023320339	0.0639430837	0.0009522287	0.0114427301	0.0132805455	0.0104336218	0.0020687514	0.0	0.0027300243	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS02FBD007E	0.066818816	0.008559583	0.0047313437	0.0	0.115843064	0.0028583396	0.3627458128	0.1242075842	0.1058829818	0.0106450924	0.1598725714	0.0173876741	0.0598716364	0.0256740433	0.0669326098	0.187575
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0D03910A0	0.0	0.0	0.0	0.0	0.0275201585	0.000684236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0B0E74BC0	0.0	0.0031520245	0.0014725719	0.0	0.0	0.00582203	0.0	0.0038417531	0.0	0.0053377972	0.0	0.0031720669	0.0	0.0195643801	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.2000552975	0.4658476449	0.6114365086	1.0825495887	0.2014415562	0.4427771197	0.201235523	0.4755940315	0.254613715	0.7134485247	0.4988001235	0.3140730144	0.0	0.6066010849	0.0194670316	0.5774406035
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	15.2350162662	7.2203768608	5.0131411637	1.1753404718	0.8964582611	5.4360151141	0.8841144926	7.7379846866	3.6626743611	7.9261580499	6.0176090857	3.4641297469	2.3416203977	9.2217665656	0.2118041951	2.2867819412
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.0040427745	0.0027343442	0.0034105603	0.0	0.024100335	0.0077152492	0.0	0.0238632595	0.0082510722	0.0048284322	0.0	0.0103711303	0.0	0.0020913132	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.2000552975	0.4658476449	0.6114365086	1.0825495887	0.2014415562	0.4427771197	0.201235523	0.4755940315	0.254613715	0.7134485247	0.4988001235	0.3140730144	0.0	0.6066010849	0.0194670316	0.5774406035
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.2000552975	0.4658476449	0.6114365086	1.0825495887	0.2014415562	0.4427771197	0.201235523	0.4755940315	0.254613715	0.7134485247	0.4988001235	0.3140730144	0.0	0.6066010849	0.0194670316	0.5774406035
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS00661A3A4	0.0706312153	0.1978044778	0.4217502564	0.7898451338	0.1688776847	0.3534383093	0.3666021281	0.1926753722	0.0947425266	0.1074329893	0.2005416476	0.5660633659	0.0522466023	0.2186357519	0.1549570732	0.0880591765
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS01E0F2D2C	0.0706312153	0.1978044778	0.4217502564	0.7898451338	0.1688776847	0.3534383093	0.3666021281	0.1926753722	0.0947425266	0.1074329893	0.2005416476	0.5660633659	0.0522466023	0.2186357519	0.1549570732	0.0880591765
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS0A5DF05C0	0.0	0.0103692794	0.0192752366	0.0	0.0818512808	0.023320339	0.0639430837	0.0009522287	0.0114427301	0.0132805455	0.0104336218	0.0020687514	0.0	0.0027300243	0.0	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS06207F70E	0.0046891339	0.1055465491	0.149523621	0.1363715141	0.0	0.1163906965	0.0	0.0531566104	0.0464894019	0.0774902791	0.0759647524	0.0042119247	0.0	0.0633859865	0.0194670317	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.0	0.0027451106	0.0	0.0	0.0209132175	0.0041932933	0.1069635788	0.0004804145	0.0	0.0033809278	0.0	0.0010946325	0.0	0.002677627	2.7445352897	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.0231741801	0.0085603004	0.0059735277	0.0	0.0109226355	0.0025459497	0.0518037931	0.0	0.0066008563	0.0072276553	0.0077745388	0.0018821022	0.0	0.0051445834	0.0	0.0061590162
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.0262882584	0.0050017707	0.0061046855	0.0640324859	0.0794533498	0.0120794222	1.3026052709	0.0149276941	0.0795073669	0.0	0.0786148449	0.0271784529	0.3466877727	0.012519632	0.9814033171	0.0246360588
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.1909140705	0.0125565397	0.1536609589	0.0	0.0200737931	0.0062095906	0.2140838768	0.0048289245	0.1171097965	0.2550756882	0.0	0.0016130864	0.0	0.0110714346	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.0231741801	0.0085603004	0.0059735277	0.0	0.0109226355	0.0025459497	0.0518037931	0.0	0.0066008563	0.0072276553	0.0077745388	0.0018821022	0.0	0.0051445834	0.0	0.0061590162
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	1.5515146969	0.4815619327	0.3647692206	0.140118662	0.4969241034	0.0201548842	0.6689980985	2.4532426051	0.0825756265	1.0601630049	0.8166591755	0.7553843857	0.2240129432	0.8963008616	0.1361017805	0.1010969279
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0AC594A8E	0.0059504966	0.0006915384	0.0033018906	0.0	0.0154133554	0.0013807726	0.0	0.0	0.0	0.0	0.0	0.0025839589	0.0	0.0032584859	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.0277981856	0.0073452799	0.0068566882	0.0	0.3026040345	0.0062510219	0.0	0.0214242465	0.0	0.0126464045	0.0	0.0025415595	0.0896893182	0.0104106435	0.0	0.0
FGF19	O95750	False	FGF19_HUMAN		CPI-SS07A03C20F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004346475	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS02896561C	0.0	0.0028937674	0.0007219664	0.0	0.0	0.0015076359	0.0	0.0011963106	0.0	0.0070497437	0.0039770367	0.0	0.0	0.0021933158	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS05ECF1933	0.0	0.0	0.0	0.0	0.0	0.0003144308	0.0	0.0	0.0	0.0	0.0	0.0013811041	0.0	0.001119107	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS066347638	0.0062149632	0.0272127037	0.1813056925	0.0711338732	0.0324513054	0.180706557	0.0	0.0172454988	0.0421374902	0.0546411143	0.0	0.0166950945	0.0	0.0997226035	0.2311871463	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.0174152686	0.0250899185	0.0157191373	0.0	0.1275558177	0.0099152181	0.0	0.018539051	0.0115960977	0.0150966398	0.0044505864	0.0076527251	0.0	0.0031451902	0.139932561	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.0231741801	0.0085603004	0.0059735277	0.0	0.0109226355	0.0025459497	0.0518037931	0.0	0.0066008563	0.0072276553	0.0077745388	0.0018821022	0.0	0.0051445834	0.0	0.0061590162
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	1.5515146969	0.4815619327	0.3647692206	0.140118662	0.4969241034	0.0201548842	0.6689980985	2.4532426051	0.0825756265	1.0601630049	0.8166591755	0.7553843857	0.2240129432	0.8963008616	0.1361017805	0.1010969279
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0467AFD8A	0.0059504966	0.0006915384	0.0033018906	0.0	0.0154133554	0.0013807726	0.0	0.0	0.0	0.0	0.0	0.0025839589	0.0	0.0032584859	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.0277981856	0.0073452799	0.0068566882	0.0	0.3026040345	0.0062510219	0.0	0.0214242465	0.0	0.0126464045	0.0	0.0025415595	0.0896893182	0.0104106435	0.0	0.0
FGF19	O95750	False	FGF19_HUMAN		CPI-SS070A3A7E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004346475	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0FFB9E01B	0.0	0.0028937674	0.0007219664	0.0	0.0	0.0015076359	0.0	0.0011963106	0.0	0.0070497437	0.0039770367	0.0	0.0	0.0021933158	0.0	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.050870086	0.3935190744	0.46696111	0.016434664	0.0130562109	0.1167506724	0.0101235273	0.3628155671	0.0038715212	0.2532016915	0.0272858205	0.0412160731	0.0	0.138742423	0.0	0.228478159
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.0231741801	0.0085603004	0.0059735277	0.0	0.0109226355	0.0025459497	0.0518037931	0.0	0.0066008563	0.0072276553	0.0077745388	0.0018821022	0.0	0.0051445834	0.0	0.0061590162
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	1.5515146969	0.4815619327	0.3647692206	0.140118662	0.4969241034	0.0201548842	0.6689980985	2.4532426051	0.0825756265	1.0601630049	0.8166591755	0.7553843857	0.2240129432	0.8963008616	0.1361017805	0.1010969279
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.0714772014	0.005861601	0.0342971755	0.0	0.0	0.0117745154	0.0760603843	0.0074501146	0.0440914291	0.4717620658	0.0081469714	0.0218244506	0.0	0.033213876	0.2215959257	0.0
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.0059504966	0.0006915384	0.0033018906	0.0	0.0154133554	0.0013807726	0.0	0.0	0.0	0.0	0.0	0.0025839589	0.0	0.0032584859	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.0277981856	0.0073452799	0.0068566882	0.0	0.3026040345	0.0062510219	0.0	0.0214242465	0.0	0.0126464045	0.0	0.0025415595	0.0896893182	0.0104106435	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0D67110B0	0.0	0.0028937674	0.0007219664	0.0	0.0	0.0015076359	0.0	0.0011963106	0.0	0.0070497437	0.0039770367	0.0	0.0	0.0021933158	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS06D341996	0.0	0.0	0.0	0.0	0.0	0.0003144308	0.0	0.0	0.0	0.0	0.0	0.0013811041	0.0	0.001119107	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0062149632	0.0272127037	0.1813056925	0.0711338732	0.0324513054	0.180706557	0.0	0.0172454988	0.0421374902	0.0546411143	0.0	0.0166950945	0.0	0.0997226035	0.2311871463	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.0174152686	0.0250899185	0.0157191373	0.0	0.1275558177	0.0099152181	0.0	0.018539051	0.0115960977	0.0150966398	0.0044505864	0.0076527251	0.0	0.0031451902	0.139932561	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.050870086	0.3935190744	0.46696111	0.016434664	0.0130562109	0.1167506724	0.0101235273	0.3628155671	0.0038715212	0.2532016915	0.0272858205	0.0412160731	0.0	0.138742423	0.0	0.228478159
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	0.0	0.0150182997	0.0113115709	0.0338082262	0.0	0.0129377174	0.0	0.0160794906	0.0	0.0137879324	0.0069557475	0.0030419898	0.0	0.0168583866	0.1343075105	0.0
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.0117960762	0.0473234714	0.0395520802	0.0	0.0	0.0243923507	0.0254842647	0.0518991615	0.004972015	0.0263347475	0.0091421523	0.0158333611	0.0311759571	0.0236593792	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	3.2880686782	0.5910372622	1.1332374768	0.2107406831	1.4469553005	0.3398184335	2.9507530049	0.1873588661	0.154765124	0.7902622601	0.458195166	0.1110134394	0.7978974659	0.359338455	5.2367215195	0.9913524721
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0231741801	0.0085603004	0.0059735277	0.0	0.0109226355	0.0025459497	0.0518037931	0.0	0.0066008563	0.0072276553	0.0077745388	0.0018821022	0.0	0.0051445834	0.0	0.0061590162
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	1.5515146969	0.4815619327	0.3647692206	0.140118662	0.4969241034	0.0201548842	0.6689980985	2.4532426051	0.0825756265	1.0601630049	0.8166591755	0.7553843857	0.2240129432	0.8963008616	0.1361017805	0.1010969279
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.0059504966	0.0006915384	0.0033018906	0.0	0.0154133554	0.0013807726	0.0	0.0	0.0	0.0	0.0	0.0025839589	0.0	0.0032584859	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.0277981856	0.0073452799	0.0068566882	0.0	0.3026040345	0.0062510219	0.0	0.0214242465	0.0	0.0126464045	0.0	0.0025415595	0.0896893182	0.0104106435	0.0	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS013E86AFF	0.0	0.0028937674	0.0007219664	0.0	0.0	0.0015076359	0.0	0.0011963106	0.0	0.0070497437	0.0039770367	0.0	0.0	0.0021933158	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS0C2A73A10	0.0	0.0	0.0	0.0	0.0	0.0003144308	0.0	0.0	0.0	0.0	0.0	0.0013811041	0.0	0.001119107	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.0062149632	0.0272127037	0.1813056925	0.0711338732	0.0324513054	0.180706557	0.0	0.0172454988	0.0421374902	0.0546411143	0.0	0.0166950945	0.0	0.0997226035	0.2311871463	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.0174152686	0.0250899185	0.0157191373	0.0	0.1275558177	0.0099152181	0.0	0.018539051	0.0115960977	0.0150966398	0.0044505864	0.0076527251	0.0	0.0031451902	0.139932561	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	16.4598445208	5.4271217483	6.4237538603	6.8343091338	11.4401099212	5.5172907644	7.6699097734	6.6870523461	4.3494265084	5.307575652	6.8558080721	16.5519209336	4.0272501136	5.4495225811	6.7066762195	4.3290628676
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.0231741801	0.0085603004	0.0059735277	0.0	0.0109226355	0.0025459497	0.0518037931	0.0	0.0066008563	0.0072276553	0.0077745388	0.0018821022	0.0	0.0051445834	0.0	0.0061590162
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0262882584	0.0050017707	0.0061046855	0.0640324859	0.0794533498	0.0120794222	1.3026052709	0.0149276941	0.0795073669	0.0	0.0786148449	0.0271784529	0.3466877727	0.012519632	0.9814033171	0.0246360588
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	1.5515146969	0.4815619327	0.3647692206	0.140118662	0.4969241034	0.0201548842	0.6689980985	2.4532426051	0.0825756265	1.0601630049	0.8166591755	0.7553843857	0.2240129432	0.8963008616	0.1361017805	0.1010969279
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.0121740068	0.0026598413	0.0037777076	0.0	0.0165806408	0.0025061079	0.0589953099	0.0072281612	1.5435667077	0.0260445753	0.0	0.0115539496	0.438538727	0.0034186841	0.2963798738	0.0712594441
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.0229890893	0.1530262503	0.1370817533	0.1686928944	0.2608509113	0.1597466567	0.1250294778	0.2635336687	0.0299124464	0.3006944294	0.0935016463	0.0269786203	0.1117368409	0.2920853232	0.1221956098	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.0767454439	0.0529688787	0.0588917508	0.0677791484	0.1416133242	0.0616023356	0.0195016167	0.1319865521	0.0191932061	0.0342380551	0.0472515448	0.2332328716	0.0671213016	0.0542992578	1.0441440656	0.0
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.6195105709	0.2177438302	0.6164844731	0.2190103732	2.0963165567	0.5554748289	0.1470918867	0.1248928398	0.0771386193	0.2275543373	0.3615985388	0.1199654239	0.2203526591	0.0836521879	0.2636696098	1.1708224279
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.029160734	0.0412001234	0.0307142112	0.0	0.0	0.0455144752	0.0	0.0459829735	0.0101073703	0.0549203902	0.0126470253	0.0258079114	0.0	0.0384198107	0.231187146	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.0525103516	0.3870922135	0.3371690916	0.2713574577	0.0321234926	0.1173241371	0.2319128719	0.3605002664	0.1067800248	0.3375174186	0.1572728136	0.0505328708	0.0	0.3579279541	0.0	0.0061590162
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.7806857142	0.018578251	0.0066159656	0.0	0.0788383005	0.0250692775	0.3728872266	0.0987105281	0.7276788206	0.0136594149	1.2284966395	0.059919275	0.0	0.0334416768	0.4717687073	2.6116005441
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.4695195701	0.9578579038	0.4383262357	1.1583710493	0.228963399	0.4423307617	0.4669829704	0.456801021	0.4397946426	0.9983815958	1.9115035442	3.4474915187	0.298785125	1.0444933333	0.7734261951	0.4759449132
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.0	0.0	0.0	0.0	0.0	0.0005027111	0.0	0.0	0.0	0.0051815544	0.0	0.0	0.0	0.0	0.0	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	1.0843047384	0.4681120416	0.4431801492	1.0924806761	0.8528193793	0.5310586038	1.164697133	0.6340176907	1.6041072239	0.7565204553	1.109833985	1.8267961046	1.8484828409	0.5337866729	0.6028273732	3.3609263088
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0132230354	0.044963408	0.0206022172	0.0443187761	0.0	0.1205088839	0.0079108855	0.528537595	0.0508003701	0.0041357433	0.0	0.011226522	0.026123302	0.1972269868	0.0	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.1121026027	0.2614015872	0.4836413994	0.4149256155	0.9022773386	0.1875652996	0.810685488	0.3799028207	0.0527178396	0.2575947238	0.2925810933	0.0305308828	0.0311759571	0.3959524588	2.7487388853	0.0352105417
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0009394539	0.0	0.0	0.0	0.0006766155	0.0	0.0	0.0143506776	0.0	0.0	0.0	0.0	0.0012579439	0.0	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008506553	0.0124682859	0.0	0.0	0.0	0.0	0.0004879116	0.0	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.0	0.0	0.0	0.0	0.0	0.0005027111	0.0	0.0	0.0	0.0051815544	0.0	0.0	0.0	0.0	0.0	0.0
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS04A4A2334	0.0	0.0	0.0	0.0	0.0	0.0	0.0340435961	0.0	0.0315326988	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	0.0	0.0	0.0023908754	0.0	0.0	0.0004094796	0.0	0.0049443043	0.1431872473	0.0027496542	0.0	0.0030003981	0.0	0.0010893036	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0009394539	0.0	0.0	0.0	0.0006766155	0.0	0.0	0.0143506776	0.0	0.0	0.0	0.0	0.0012579439	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0220003305	0.0202179713	0.0139960802	0.1911855563	0.0122326995	0.0060428819	0.0602213793	0.0379647512	0.4286138155	0.044883161	0.0076910354	0.0203738355	0.7569816477	0.0208315106	0.2623445854	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.0009394539	0.0	0.0	0.0	0.0006766155	0.0	0.0	0.0143506776	0.0	0.0	0.0	0.0	0.0012579439	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	2.800478794	0.0140345336	0.0304530991	0.0348109418	0.7801608663	0.0464094792	2.0275516188	1.4364199874	0.166097319	0.0408956638	0.0270490834	0.031128343	0.0	0.0253709745	8.3386703511	0.2106838741
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	1.1477397807	0.8315652363	0.672912005	1.0532728028	0.3985094089	0.9446059488	0.7671092266	0.5919054403	0.454481488	0.6478457744	0.750975249	0.352263	0.2385544545	0.8820207925	0.5785537317	0.19143965
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0522991143	0.051532056	0.0721320733	0.0714028451	0.3819805862	0.0632140583	0.0454019212	0.0392762513	0.0377900729	0.072925949	0.1064716653	0.0385797298	0.0	0.0459884175	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.0028260027	0.0110674073	0.0019816042	0.0394745153	0.0118672811	0.0039380444	0.0439438749	0.0109245582	0.0201325745	0.004814721	0.3317350532	0.8179860911	0.026123302	0.0120132438	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	2.800478794	0.0140345336	0.0304530991	0.0348109418	0.7801608663	0.0464094792	2.0275516188	1.4364199874	0.166097319	0.0408956638	0.0270490834	0.031128343	0.0	0.0253709745	8.3386703511	0.2106838741
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	2.800478794	0.0140345336	0.0304530991	0.0348109418	0.7801608663	0.0464094792	2.0275516188	1.4364199874	0.166097319	0.0408956638	0.0270490834	0.031128343	0.0	0.0253709745	8.3386703511	0.2106838741
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	2.800478794	0.0140345336	0.0304530991	0.0348109418	0.7801608663	0.0464094792	2.0275516188	1.4364199874	0.166097319	0.0408956638	0.0270490834	0.031128343	0.0	0.0253709745	8.3386703511	0.2106838741
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	2.800478794	0.0140345336	0.0304530991	0.0348109418	0.7801608663	0.0464094792	2.0275516188	1.4364199874	0.166097319	0.0408956638	0.0270490834	0.031128343	0.0	0.0253709745	8.3386703511	0.2106838741
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	0.0193966315	0.0049841971	0.0048753059	0.0	0.011552787	0.0077563437	0.0340435962	0.0048174087	0.2988072258	0.0074671528	0.0029928381	0.0302526901	0.0	0.0108646501	0.0669326122	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	2.800478794	0.0140345336	0.0304530991	0.0348109418	0.7801608663	0.0464094792	2.0275516188	1.4364199874	0.166097319	0.0408956638	0.0270490834	0.031128343	0.0	0.0253709745	8.3386703511	0.2106838741
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.0099834464	0.0013389555	0.002874855	0.0	0.0265249212	0.0013139146	0.0321547537	0.0010477037	0.7448274544	0.0	0.0137207361	0.0	0.0	0.002005732	0.0963660488	0.6973879412
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	2.800478794	0.0140345336	0.0304530991	0.0348109418	0.7801608663	0.0464094792	2.0275516188	1.4364199874	0.166097319	0.0408956638	0.0270490834	0.031128343	0.0	0.0253709745	8.3386703511	0.2106838741
