gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astrocytes	CA1	CA2_3	Cajal	Choroid	Dentate_Gyrus	Fibroblast	Inhibitory_Neurons	MFOL	MOL	Macrophage	Microglia	NFOL	OPC	Pericyte	Unidentified_Neurons	VLMC	Vascular	subiculum
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	0.430848528	0.1257383966	0.1438958974	0.0319881296	0.1526716793	0.0054967248	0.0681350174	0.6798983429	0.1692097712	0.3112478357	0.0319841646	0.0763039123	0.0463760974	0.2306401055	0.0751100521	0.0765735058	0.0	0.0072823644	0.2737905968
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0467AFD8A	0.0	0.0012043697	0.0	0.0	0.0	0.0010072709	0.0	0.000830146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003566192
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.0025198914	0.0030773354	0.0140955138	0.0	0.1090835108	0.0036670207	0.0	0.0180161204	0.0014869459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0985365521	0.0	0.0052667053
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0FFB9E01B	0.0038063789	0.00081409	0.0018050354	0.0	0.0	0.0009113932	0.0	0.0006551079	0.0	0.0	0.0	0.000964798	0.0	0.0	0.0	0.0	0.0	0.0	0.000428511
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0083856855	0.1821983661	0.2367912981	0.0131512241	0.0105107307	0.0521640341	0.0192305645	0.1697950896	0.0095466092	0.0062632173	0.0	0.0041535894	0.0	0.0137622754	0.0	0.0194293907	0.0	0.0329015135	0.0369443879
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.0167932917	0.0048971868	0.0019333402	0.0	0.0380936013	0.0004785327	0.0	0.0026156372	0.0008335358	0.0030178062	0.0	0.0079609	0.0	0.0019712003	0.0313424198	0.0	0.0	0.0	0.0018024825
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.430848528	0.1257383966	0.1438958974	0.0319881296	0.1526716793	0.0054967248	0.0681350174	0.6798983429	0.1692097712	0.3112478357	0.0319841646	0.0763039123	0.0463760974	0.2306401055	0.0751100521	0.0765735058	0.0	0.0072823644	0.2737905968
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.0295521047	0.0018694666	0.0197454914	0.0119682625	0.0250947405	0.002284307	0.0	0.00461784	0.0032201653	0.0075071584	0.0	0.0180522214	0.0	0.0017115678	0.0249798882	0.1882000357	0.0	0.0	0.0119716873
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.0	0.0012043697	0.0	0.0	0.0	0.0010072709	0.0	0.000830146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003566192
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.0025198914	0.0030773354	0.0140955138	0.0	0.1090835108	0.0036670207	0.0	0.0180161204	0.0014869459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0985365521	0.0	0.0052667053
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0D67110B0	0.0038063789	0.00081409	0.0018050354	0.0	0.0	0.0009113932	0.0	0.0006551079	0.0	0.0	0.0	0.000964798	0.0	0.0	0.0	0.0	0.0	0.0	0.000428511
FGF3	P11487	False	FGF3_HUMAN		CPI-SS06D341996	0.0	0.0001713459	0.0	0.0	0.0	0.0002402864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018905811	0.0	0.0	0.0	0.0	0.0014489854
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0023868419	0.0118844509	0.1072847557	0.0	0.0156537323	0.0776965309	0.0	0.0086467175	0.0031221299	0.0	0.0	0.0009260879	0.0	0.0	0.0101532186	0.0057274968	0.0	0.0	0.0444490241
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.0	0.0125809121	0.007444062	0.0	0.0	0.0029015002	0.0217406363	0.014712114	0.0013701149	0.0020324129	0.0	0.0	0.0218915197	0.002193565	0.0	0.0097946118	0.1242333667	0.0	0.008843265
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0083856855	0.1821983661	0.2367912981	0.0131512241	0.0105107307	0.0521640341	0.0192305645	0.1697950896	0.0095466092	0.0062632173	0.0	0.0041535894	0.0	0.0137622754	0.0	0.0194293907	0.0	0.0329015135	0.0369443879
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	0.0	0.0068374122	0.0052430179	0.0	0.0	0.0046470477	0.0	0.0080093544	0.0008691489	0.0	0.0	0.0	0.0	0.0024194628	0.0	0.0	0.0945087458	0.0	0.0042881662
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.0023155401	0.019617936	0.0247144923	0.0	0.0	0.0073371639	0.0072278736	0.0139496727	0.004813193	0.0038179303	0.0448973007	0.0017192773	0.0	0.0071356294	0.0	0.0	0.0	0.0	0.0096820973
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	0.8465200039	0.4131202203	0.585703883	0.0871739344	0.5947491501	0.1243548202	0.6172408779	0.075523758	0.0227821908	0.0389010073	0.2580949894	0.0289382511	0.0123517091	0.2022011805	0.2706488339	0.2638239342	0.7530219454	0.1636227073	0.1897638997
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0167932917	0.0048971868	0.0019333402	0.0	0.0380936013	0.0004785327	0.0	0.0026156372	0.0008335358	0.0030178062	0.0	0.0079609	0.0	0.0019712003	0.0313424198	0.0	0.0	0.0	0.0018024825
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	0.430848528	0.1257383966	0.1438958974	0.0319881296	0.1526716793	0.0054967248	0.0681350174	0.6798983429	0.1692097712	0.3112478357	0.0319841646	0.0763039123	0.0463760974	0.2306401055	0.0751100521	0.0765735058	0.0	0.0072823644	0.2737905968
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.0	0.0012043697	0.0	0.0	0.0	0.0010072709	0.0	0.000830146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003566192
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.0025198914	0.0030773354	0.0140955138	0.0	0.1090835108	0.0036670207	0.0	0.0180161204	0.0014869459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0985365521	0.0	0.0052667053
FGF4	P08620	False	FGF4_HUMAN		CPI-SS013E86AFF	0.0038063789	0.00081409	0.0018050354	0.0	0.0	0.0009113932	0.0	0.0006551079	0.0	0.0	0.0	0.000964798	0.0	0.0	0.0	0.0	0.0	0.0	0.000428511
FGF3	P11487	False	FGF3_HUMAN		CPI-SS0C2A73A10	0.0	0.0001713459	0.0	0.0	0.0	0.0002402864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018905811	0.0	0.0	0.0	0.0	0.0014489854
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.0023868419	0.0118844509	0.1072847557	0.0	0.0156537323	0.0776965309	0.0	0.0086467175	0.0031221299	0.0	0.0	0.0009260879	0.0	0.0	0.0101532186	0.0057274968	0.0	0.0	0.0444490241
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.0	0.0125809121	0.007444062	0.0	0.0	0.0029015002	0.0217406363	0.014712114	0.0013701149	0.0020324129	0.0	0.0	0.0218915197	0.002193565	0.0	0.0097946118	0.1242333667	0.0	0.008843265
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	2.3406873693	1.530954911	1.7243913177	1.3490181316	1.8013668978	1.4544207639	1.6509386152	1.7148104151	2.3298698328	2.1270292431	0.5474940434	0.918740293	2.3623791058	1.3843716435	0.8019612924	1.2192316953	1.2525849247	0.8411940612	1.5077403138
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.0167932917	0.0048971868	0.0019333402	0.0	0.0380936013	0.0004785327	0.0	0.0026156372	0.0008335358	0.0030178062	0.0	0.0079609	0.0	0.0019712003	0.0313424198	0.0	0.0	0.0	0.0018024825
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0070904786	0.0037893699	0.0020958201	0.0	0.0	0.0015267534	0.126038751	0.0013869781	0.0019459839	0.0039262248	0.0	0.0024232625	0.0	0.0023687832	0.0530332681	0.0	0.4247118987	0.0658794198	0.0035730472
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.430848528	0.1257383966	0.1438958974	0.0319881296	0.1526716793	0.0054967248	0.0681350174	0.6798983429	0.1692097712	0.3112478357	0.0319841646	0.0763039123	0.0463760974	0.2306401055	0.0751100521	0.0765735058	0.0	0.0072823644	0.2737905968
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.0147465955	0.0044619495	0.0025532229	0.0131555237	0.0	0.0024410395	0.0300845242	0.0091178466	0.0017988611	0.0	0.075679507	0.2743636011	0.0	0.002645993	0.1039848157	0.036307495	0.0945087458	0.0652203085	0.0036567508
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.018123658	0.0844004517	0.112079861	0.0932481897	0.0238326008	0.0843639789	0.0136102635	0.1253178791	0.0065303742	0.0152231643	0.0	0.002365381	0.0	0.0270190499	0.0310181776	0.1143032737	0.0	0.0553983745	0.1325073015
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.0183256198	0.0219083352	0.036874675	0.010834729	0.0243820575	0.0201182405	0.0272921879	0.0726124798	0.0453383011	0.0438181547	0.045048354	0.0053467157	0.0148210907	0.0210363722	0.014737422	0.0423391911	0.0	0.0	0.0314584091
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.1708194115	0.105617691	0.3254676328	0.0473371825	0.7334479418	0.218837921	0.0255594532	0.0542160365	0.0317883993	0.0319260178	0.0589943285	0.0318066701	0.0130572533	0.1228512508	0.0292050235	0.0588581616	0.0	0.2534285978	0.0413222698
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.0059217857	0.0204372241	0.0191705381	0.0271931712	0.0	0.0132605668	0.0066954506	0.0191761123	0.003898407	0.0	0.0	0.0009140787	0.0	0.0057567236	0.0	0.0189921506	0.0	0.0	0.0162568627
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.0196999252	0.1979352179	0.1886225787	0.0832255867	0.0374796995	0.0499705348	0.018879822	0.1653908206	0.0168956799	0.0236530551	0.0	0.0241524054	0.0	0.0795469923	0.0210401315	0.1505811315	0.0657018531	0.0	0.1756866109
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.2617490701	0.0083768479	0.010997489	0.0233142945	0.0	0.0139320057	0.0998266802	0.03115485	0.016421114	0.0228882081	0.0306726246	0.1516850061	0.2197028853	0.4450177952	0.0499649141	0.0084579355	0.0	0.5333235038	0.0160630705
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.1330855966	0.460055517	0.2129750831	0.3351817209	0.1189172771	0.1801712286	0.11284336	0.2174660501	0.6881216235	0.8199896856	0.0316422225	0.0732793256	1.3843524896	0.4671287736	0.3151391178	0.334495475	0.0	0.066573783	0.4338782758
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.3428713369	0.2359941426	0.2320199797	0.2809127079	0.3568992793	0.2346067139	0.3469410106	0.3157689676	0.4340696478	0.4295693045	0.8837559017	0.3754600639	0.4374078053	0.3012058531	0.4234287896	0.2725494336	0.2771399364	0.2553986851	0.2655195218
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0046867543	0.0260688218	0.0139697107	0.0057769673	0.0	0.066179157	0.0	0.1839635272	0.0055484808	0.0019277211	0.0	0.0029344213	0.0351476366	0.013756383	0.0	0.0	0.0	0.0178576876	0.0855583912
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.0125867671	0.1396921544	0.2266176435	0.1945042627	0.2528638523	0.0892893397	0.2308393575	0.1899542908	0.0102796879	0.0080425058	0.0421303613	0.0037247552	0.0	0.1031340669	0.0723320465	0.2162687465	0.3308998551	0.0395879381	0.2064656815
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0001692091	0.0007087355	0.0	0.0	0.0003825691	0.0	0.0004690564	0.0009377491	0.0	0.0	0.0276126054	0.0	0.0019712003	0.0	0.0	0.0	0.0	0.000900857
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000817677	0.0	0.0	0.0	0.0	0.0	0.0	0.0004526086
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS04A4A2334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035954938	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	0.0	0.0012847637	0.0009370966	0.0	0.0	0.0004578863	0.0	0.000576748	0.0012412621	0.0	0.0672142906	0.0717229989	0.0	0.0	0.0	0.0	0.0	0.0	0.0003147254
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0001692091	0.0007087355	0.0	0.0	0.0003825691	0.0	0.0004690564	0.0009377491	0.0	0.0	0.0276126054	0.0	0.0019712003	0.0	0.0	0.0	0.0	0.000900857
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.0092197365	0.0108362669	0.0	0.0155277568	0.0038194275	0.0	0.0158697561	0.0026222406	0.0059355464	0.0211290629	0.0784720149	0.0	0.0082078258	0.2326847773	0.0042480641	0.3749683681	0.0	0.0079760553
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.0001692091	0.0007087355	0.0	0.0	0.0003825691	0.0	0.0004690564	0.0009377491	0.0	0.0	0.0276126054	0.0	0.0019712003	0.0	0.0	0.0	0.0	0.000900857
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.7615020475	0.0053406319	0.011940856	0.0107529374	0.097570227	0.0208902612	0.5255092956	0.3777416841	0.0027454165	0.0089201021	0.1895460384	0.0060025325	0.0	0.0	0.1434526348	0.0063565151	1.9784354646	0.0	0.017427915
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.2981842272	0.4124280397	0.3788013685	0.2463335115	0.1679579299	0.3950140868	0.1875924	0.3319056003	0.0823971549	0.0753785675	0.1316940662	0.0919897698	0.3088673351	0.2304602935	0.093349445	0.3686722761	0.1141538406	0.0393992993	0.4197571062
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0193549478	0.0311868588	0.0275016346	0.0251492117	0.0233995848	0.0210366947	0.0053108053	0.0354088002	0.0120673284	0.0179505079	0.0	0.0098096573	0.01490803	0.0197843432	0.0	0.0436916565	0.0	0.0	0.0223031909
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.0045115052	0.0060280893	0.0049558154	0.0117788652	0.0328686238	0.0023677772	0.0	0.0077968737	0.1576944496	0.195750242	0.0	0.0018144456	0.241902067	0.0812553283	0.0199400463	0.0	0.0	0.0199479823	0.0056882999
