gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astrocytes	CA1 Neurons	CA2/CA3 Neuron	Cajal Retzius	Choroid Plexus	Dentate Gyrus	Fibroblast	Inhibitory Interneurons	Microglia	Neurons	OPC	Oligo	Pericytes	Subiculum	VLMC	Vascular Endothelial
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.0029919966	0.0006172168	0.0020274561	0.0	0.0124508188	0.0006848386	0.0	0.0033483759	0.0015217887	0.0	0.0012825473	0.0	0.0	0.0018645608	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.008360749	0.0020696044	0.0146447209	0.0	0.1351147246	0.0075989686	0.0283174548	0.0371744442	0.0	0.0072574025	0.0033215519	0.0	0.0	0.0107504124	0.0	0.0086551966
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0D67110B0	0.0209886448	0.0007559937	0.0	0.0	0.0	0.002109127	0.0	0.0024429662	0.0	0.0	0.0058313897	0.0024709031	0.0	0.00499896	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS06D341996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014712607	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0140711483	0.0239563702	0.2310305489	0.0572088916	0.0104992029	0.1957931643	0.0129300962	0.0238819665	0.006376717	0.073061554	0.0158797713	0.004146555	0.0	0.0936200126	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.0	0.0208601339	0.0073153299	0.0	0.092176029	0.0054649873	0.0344445423	0.0158311888	0.0041828181	0.0070072648	0.0168864947	0.0168855344	0.0	0.0069326394	0.1559809231	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0522234676	0.3945213595	0.5321159052	0.0310520422	0.0253879203	0.155409782	0.0366300064	0.392990186	0.0186410592	0.284227678	0.0447659685	0.0259309847	0.22606514	0.1979501436	0.1004812308	0.2103222735
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	0.0	0.0199365518	0.0113232366	0.0	0.0	0.012304914	0.0	0.0093467714	0.005280344	0.0225279678	0.0012825469	0.0058105247	0.0	0.0117573736	0.1808451526	0.0
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.034598	0.0405062525	0.0518873418	0.0	0.0462315	0.0159927145	0.0	0.0327883389	0.0213256567	0.0100761431	0.0132606644	0.007931824	0.0	0.0143068626	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	3.0491233145	0.6600186279	1.0541036064	0.0648449398	1.946965638	0.2089146517	2.8739993621	0.1888686561	0.1311025222	0.8458441542	0.4991720611	0.1060632255	0.59315472	0.3166623372	3.1341174231	0.2024718632
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0130173345	0.0020639859	0.0088977026	0.0	0.0115278043	0.0034174697	0.1456061283	0.0033503705	0.0342414293	0.0	0.0193792579	0.0086197218	0.0	0.0007233344	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	1.5481886276	0.2431542432	0.3057407296	0.1038810181	0.2247471884	0.015198598	0.8041923376	1.8463949959	0.4000605656	0.6024444535	0.6568847713	0.7451909268	0.24205322	0.5728422829	0.2005768846	0.1158392821
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.0029919966	0.0006172168	0.0020274561	0.0	0.0124508188	0.0006848386	0.0	0.0033483759	0.0015217887	0.0	0.0012825473	0.0	0.0	0.0018645608	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.008360749	0.0020696044	0.0146447209	0.0	0.1351147246	0.0075989686	0.0283174548	0.0371744442	0.0	0.0072574025	0.0033215519	0.0	0.0	0.0107504124	0.0	0.0086551966
FGF4	P08620	False	FGF4_HUMAN		CPI-SS013E86AFF	0.0209886448	0.0007559937	0.0	0.0	0.0	0.002109127	0.0	0.0024429662	0.0	0.0	0.0058313897	0.0024709031	0.0	0.00499896	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS0C2A73A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014712607	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.0140711483	0.0239563702	0.2310305489	0.0572088916	0.0104992029	0.1957931643	0.0129300962	0.0238819665	0.006376717	0.073061554	0.0158797713	0.004146555	0.0	0.0936200126	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.0	0.0208601339	0.0073153299	0.0	0.092176029	0.0054649873	0.0344445423	0.0158311888	0.0041828181	0.0070072648	0.0168864947	0.0168855344	0.0	0.0069326394	0.1559809231	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	14.8761644124	5.1077149731	6.2017396263	6.0283386928	10.9995769783	5.0750615745	8.6629268776	6.4560052547	5.0568883686	4.1241181655	6.4126308005	18.0192488686	4.08859193	5.1105688137	5.7279572051	3.2201310427
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.0130173345	0.0020639859	0.0088977026	0.0	0.0115278043	0.0034174697	0.1456061283	0.0033503705	0.0342414293	0.0	0.0193792579	0.0086197218	0.0	0.0007233344	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0251969186	0.0144522263	0.0062417549	0.0622324096	0.0418207174	0.020526429	0.7494902653	0.0222991791	0.0827943921	0.0807059392	0.0457002007	0.0363491268	1.13367124	0.0119570711	3.8466088718	0.0650820256
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	1.5481886276	0.2431542432	0.3057407296	0.1038810181	0.2247471884	0.015198598	0.8041923376	1.8463949959	0.4000605656	0.6024444535	0.6568847713	0.7451909268	0.24205322	0.5728422829	0.2005768846	0.1158392821
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.0408382589	0.0041129787	0.0075998914	0.0	0.0	0.0051906442	0.0211483327	0.0078278567	1.3643895154	0.0665650255	0.0	0.0126918697	0.2209724648	0.0081414644	0.2044569031	0.6862499997
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.0442706531	0.1740506495	0.1488953744	0.1912547048	0.1715691159	0.1584841229	0.1025643638	0.2967135815	0.0319005906	0.2155758417	0.0494004854	0.0288293468	0.0	0.260466732	0.3637035	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.0742211276	0.0445171005	0.0613622779	0.1373989217	0.2207024928	0.038608898	0.0510973207	0.1390531275	0.0302586288	0.0683237047	0.087819902	0.1707370344	0.03669725	0.0538347913	0.1900938718	0.0
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.5762794338	0.2505109337	0.7142810419	0.0	2.3780116888	0.5798777691	0.2132613481	0.1001720504	0.1480094631	0.3648062959	0.3572307013	0.1039527763	0.12392071	0.1029159388	0.1284055513	1.1249697009
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.0290536019	0.0408382235	0.0232716327	0.0	0.0111208975	0.0288288756	0.0	0.0321426353	0.0048040777	0.0138852799	0.0361039044	0.016632019	0.1876172608	0.0347265155	0.0	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.0556085207	0.3638302063	0.3035152261	0.392338506	0.0819687409	0.101061931	0.0145670478	0.3562458449	0.0795111114	0.3867521047	0.1812109023	0.0711971673	0.1876173	0.386127289	0.0372808974	0.134598547
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.7982435641	0.0254960904	0.0196061221	0.0	0.1180955797	0.0251741838	0.4735679061	0.0757917995	0.7404819938	0.0673000072	1.0584395379	0.0560224848	0.0	0.0585183643	0.3500653718	2.4029761453
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.4000486076	0.9830315106	0.4289074516	0.9311179277	0.3665424395	0.4243104225	0.4786321603	0.4153940702	0.3313091327	1.0049801542	2.0069525321	3.2646491195	1.43129847	0.9432101651	0.4286028846	0.253327
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	1.3633012938	0.4708912294	0.4127008887	0.7451958133	0.8629773732	0.5246090912	1.0844397382	0.6132637259	1.6507703591	1.2039908528	0.962704266	1.6876736969	1.7700274	0.4979625981	1.7059277949	2.5144961538
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0065603786	0.0578739241	0.0196426816	0.0416133434	0.0071717899	0.1378380642	0.0061120583	0.6474907216	0.0165425083	0.1818760161	0.0115564317	0.0316938749	0.0	0.3316646213	0.0	0.0173103932
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.037763369	0.2949663699	0.4328229029	0.8855094337	1.0094633786	0.1973091708	0.9707632155	0.3987510817	0.062000559	0.4379376886	0.2388538278	0.0463821111	0.3069457	0.4335464338	2.0459592051	0.1285264103
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0018117061	0.0	0.0	0.0	0.0019254929	0.0	0.0003687204	0.132924839	0.0	0.0	0.0	0.0	0.0020227017	0.0	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.0	0.0003050719	0.0	0.0	0.0037674819	0.0	0.0	0.0010864626	0.0067931974	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS04A4A2334	0.0	0.0002946782	0.0	0.0	0.0	0.0	0.0	0.0	0.0174168335	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	0.0030354538	0.0033084913	0.0024387603	0.0218422651	0.0	0.0020929803	0.0	0.0021790034	0.3664362495	0.0018097209	0.0	0.0063986318	0.0618047	0.0047594641	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0018117061	0.0	0.0	0.0	0.0019254929	0.0	0.0003687204	0.132924839	0.0	0.0	0.0	0.0	0.0020227017	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0053627931	0.0219712791	0.0143491478	0.0	0.0146985326	0.0099072828	0.0271932939	0.0363409127	0.3210893477	0.0289070018	0.003547769	0.0118342202	0.65213876	0.0190524181	0.3049031154	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.0018117061	0.0	0.0	0.0	0.0019254929	0.0	0.0003687204	0.132924839	0.0	0.0	0.0	0.0	0.0020227017	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	3.4385013607	0.0161369537	0.0176226814	0.0246384337	0.8129575616	0.0486770412	2.605657656	1.1928343805	0.0638869813	0.1265719442	0.0172732695	0.0342441428	0.76765615	0.0296142374	7.8236665128	0.0
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	1.1822271993	0.7581662812	0.6103275556	0.7182238133	0.5107947188	0.8893324892	0.7016757434	0.5605237632	0.4296533157	0.9828365637	0.6613361751	0.3282936581	0.69336135	0.7870111681	0.7113364744	0.7391127436
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0955117214	0.0624961157	0.0683560591	0.0947174699	0.0981841667	0.0454515426	0.024194621	0.0629079827	0.0543114333	0.0365561358	0.1024659706	0.0490400892	0.0	0.0464169724	0.0	0.0742572393
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.0029235062	0.0045833132	0.0066757766	0.0	0.0192451739	0.0036945599	0.0414387405	0.0152431922	0.0119172473	0.0098016581	0.1928151319	0.6616582821	0.0	0.0109677824	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	3.4385013607	0.0161369537	0.0176226814	0.0246384337	0.8129575616	0.0486770412	2.605657656	1.1928343805	0.0638869813	0.1265719442	0.0172732695	0.0342441428	0.76765615	0.0296142374	7.8236665128	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	3.4385013607	0.0161369537	0.0176226814	0.0246384337	0.8129575616	0.0486770412	2.605657656	1.1928343805	0.0638869813	0.1265719442	0.0172732695	0.0342441428	0.76765615	0.0296142374	7.8236665128	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	3.4385013607	0.0161369537	0.0176226814	0.0246384337	0.8129575616	0.0486770412	2.605657656	1.1928343805	0.0638869813	0.1265719442	0.0172732695	0.0342441428	0.76765615	0.0296142374	7.8236665128	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	3.4385013607	0.0161369537	0.0176226814	0.0246384337	0.8129575616	0.0486770412	2.605657656	1.1928343805	0.0638869813	0.1265719442	0.0172732695	0.0342441428	0.76765615	0.0296142374	7.8236665128	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	0.0323970807	0.0113448023	0.0030969	0.0	0.0	0.0131180781	0.0939114956	0.0099303826	0.2168676325	0.1142030036	0.0229811447	0.0219637302	0.0	0.0057892135	0.3830318846	0.6729928205
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	3.4385013607	0.0161369537	0.0176226814	0.0246384337	0.8129575616	0.0486770412	2.605657656	1.1928343805	0.0638869813	0.1265719442	0.0172732695	0.0342441428	0.76765615	0.0296142374	7.8236665128	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.0060820924	0.0059899664	0.0012736201	0.0753954217	0.1136495	0.0017254629	0.1893041224	0.001524699	0.5499597218	0.0045083381	0.0177210058	0.0031464006	0.0	0.0045112622	0.0274294231	0.1064838718
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	3.4385013607	0.0161369537	0.0176226814	0.0246384337	0.8129575616	0.0486770412	2.605657656	1.1928343805	0.0638869813	0.1265719442	0.0172732695	0.0342441428	0.76765615	0.0296142374	7.8236665128	0.0
