gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astrocytes	CA1 Neurons	CA2/CA3 Neuron	Cajal Retzius	Choroid Plexus	Dentate Gyrus	Fibroblast	Inhibitory Interneurons	Microglia	Neurons	OPC	Oligo	Pericytes	Subiculum	VLMC	Vascular Endothelial
GALR3	O60755	False	GALR3_HUMAN		CPI-SS0FEAC3352	0.0	0.0007347123	0.0	0.0	0.0	0.0	0.0	0.0009143665	0.0	0.0	0.0074575446	0.0	0.0	0.0006340524	0.0	0.0
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0B0E74BC0	0.0	0.0073846663	0.0	0.0	0.0	0.0049046635	0.0	0.0178898871	0.006974423	0.0110038965	0.0039308238	0.0	0.0	0.01458012	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.1470896963	0.4322847842	0.6104316322	0.9444113625	0.0538980456	0.4198321746	0.3447875126	0.471615274	0.2670171377	0.6708491076	0.4726845437	0.3323746339	0.8669045119	0.666173599	0.1257197455	0.7299558277
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	13.0043775016	6.4640400241	4.7028427185	0.880253631	1.7859669333	5.7434552226	0.5612189297	8.3658176382	10.0034390501	7.1034464421	5.4573837697	3.4729389398	2.312353186	8.7154001549	2.0950283333	3.310748381
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.0	0.0	0.0008773211	0.0	0.0	0.0037965396	0.0	0.0213049692	0.0101500933	0.0086484401	0.0	0.0075473139	0.0529745233	0.0025911803	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.1470896963	0.4322847842	0.6104316322	0.9444113625	0.0538980456	0.4198321746	0.3447875126	0.471615274	0.2670171377	0.6708491076	0.4726845437	0.3323746339	0.8669045119	0.666173599	0.1257197455	0.7299558277
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.1470896963	0.4322847842	0.6104316322	0.9444113625	0.0538980456	0.4198321746	0.3447875126	0.471615274	0.2670171377	0.6708491076	0.4726845437	0.3323746339	0.8669045119	0.666173599	0.1257197455	0.7299558277
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS00661A3A4	0.0673280236	0.1541376575	0.4470709385	0.8291083155	0.3290292556	0.2569642695	0.3586778432	0.2322607762	0.0850489067	0.1751752835	0.2943231566	0.4589383679	0.3644712907	0.1893180579	0.2514395	0.0459465952
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS01E0F2D2C	0.0673280236	0.1541376575	0.4470709385	0.8291083155	0.3290292556	0.2569642695	0.3586778432	0.2322607762	0.0850489067	0.1751752835	0.2943231566	0.4589383679	0.3644712907	0.1893180579	0.2514395	0.0459465952
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS0A5DF05C0	0.0	0.0079753662	0.014957287	0.0434480357	0.0	0.0146047683	0.0	0.0006567314	0.0042935977	0.0	0.0107977407	0.0072506196	0.029670593	0.0	0.0	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS06207F70E	0.0180345959	0.1027352122	0.1169463335	0.1106390476	0.0	0.1390957685	0.0107420595	0.0618985183	0.058433385	0.0895286013	0.0423306685	0.0083992921	0.0	0.046317814	0.0	0.0468875952
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.0	0.0023025204	0.0019233428	0.0	0.0	0.0023363379	0.1732736577	0.001611712	0.0093692219	0.0	0.0	0.0	0.0	0.0	3.100057495	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.0472389153	0.0092123545	0.0025663674	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0339838344	0.0034783398	0.0048181349	0.0040197174	0.1606063953	0.0034638578	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.0275278532	0.007805434	0.0042087646	0.0	0.0	0.0050153238	0.7189501568	0.0028174497	0.010640933	0.0	0.0072643164	0.0107428777	0.1396127558	0.0074702421	2.9226148889	0.2679082036
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.1450970011	0.0083840968	0.141596386	0.0	0.0	0.0008836183	0.0385916595	0.0024879586	0.0673602433	0.0444343654	0.0239207718	0.0053584494	0.0	0.0034673563	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.0472389153	0.0092123545	0.0025663674	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0339838344	0.0034783398	0.0048181349	0.0040197174	0.1606063953	0.0034638578	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	1.638181074	0.2658826227	0.259789679	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.3285534866	0.4863323252	0.7591842251	0.8548790202	0.371596593	0.723314488	0.0	0.0100428226
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0AC594A8E	0.0	0.0023705479	0.0	0.0	0.0	0.0020905585	0.0	0.0012971815	0.0	0.0	0.0	0.0	0.0	0.0005711106	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.0101786452	0.0051162305	0.0231215063	0.0	0.3531713	0.0079442176	0.0	0.0342728024	0.0	0.0153811521	0.0	0.0062958671	0.0	0.010214034	0.2717982222	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS02896561C	0.0105456774	0.0014472332	0.0019863718	0.0	0.0	0.0017696705	0.0	0.0012702028	0.0053617956	0.0048051165	0.0	0.0	0.0	0.0007603404	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS05ECF1933	0.0	0.0002571425	0.0	0.0	0.0	0.0005512481	0.0	0.0	0.0	0.0	0.0044179917	0.0	0.0	0.002797569	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS066347638	0.0088652722	0.0211621691	0.1994764235	0.0	0.0343465556	0.177183891	0.0	0.0171173356	0.0047481414	0.0525750544	0.0	0.0115731678	0.016215186	0.0884149787	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.0	0.0242735181	0.0102171029	0.0	0.0	0.0064909303	0.070845773	0.028012045	0.0	0.0237404136	0.0118596432	0.006577807	0.0	0.0180553485	0.4643172222	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.0472389153	0.0092123545	0.0025663674	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0339838344	0.0034783398	0.0048181349	0.0040197174	0.1606063953	0.0034638578	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	1.638181074	0.2658826227	0.259789679	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.3285534866	0.4863323252	0.7591842251	0.8548790202	0.371596593	0.723314488	0.0	0.0100428226
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0467AFD8A	0.0	0.0023705479	0.0	0.0	0.0	0.0020905585	0.0	0.0012971815	0.0	0.0	0.0	0.0	0.0	0.0005711106	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.0101786452	0.0051162305	0.0231215063	0.0	0.3531713	0.0079442176	0.0	0.0342728024	0.0	0.0153811521	0.0	0.0062958671	0.0	0.010214034	0.2717982222	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0FFB9E01B	0.0105456774	0.0014472332	0.0019863718	0.0	0.0	0.0017696705	0.0	0.0012702028	0.0053617956	0.0048051165	0.0	0.0	0.0	0.0007603404	0.0	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0278005269	0.3781108684	0.4192224167	0.0482755957	0.0175033256	0.1269497224	0.0902305113	0.3975266608	0.0179384988	0.362974493	0.0408450663	0.0382907117	0.0	0.078070904	0.0	0.1768909644
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.0472389153	0.0092123545	0.0025663674	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0339838344	0.0034783398	0.0048181349	0.0040197174	0.1606063953	0.0034638578	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	1.638181074	0.2658826227	0.259789679	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.3285534866	0.4863323252	0.7591842251	0.8548790202	0.371596593	0.723314488	0.0	0.0100428226
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.0942243593	0.0035616227	0.03062589	0.0385018173	0.0952108921	0.0044901826	0.0	0.0080861859	0.0820641357	0.2895754032	0.0036245437	0.0174681667	0.0880235199	0.0269919502	0.0	0.0
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.0	0.0023705479	0.0	0.0	0.0	0.0020905585	0.0	0.0012971815	0.0	0.0	0.0	0.0	0.0	0.0005711106	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.0101786452	0.0051162305	0.0231215063	0.0	0.3531713	0.0079442176	0.0	0.0342728024	0.0	0.0153811521	0.0	0.0062958671	0.0	0.010214034	0.2717982222	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0D67110B0	0.0105456774	0.0014472332	0.0019863718	0.0	0.0	0.0017696705	0.0	0.0012702028	0.0053617956	0.0048051165	0.0	0.0	0.0	0.0007603404	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS06D341996	0.0	0.0002571425	0.0	0.0	0.0	0.0005512481	0.0	0.0	0.0	0.0	0.0044179917	0.0	0.0	0.002797569	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0088652722	0.0211621691	0.1994764235	0.0	0.0343465556	0.177183891	0.0	0.0171173356	0.0047481414	0.0525750544	0.0	0.0115731678	0.016215186	0.0884149787	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.0	0.0242735181	0.0102171029	0.0	0.0	0.0064909303	0.070845773	0.028012045	0.0	0.0237404136	0.0118596432	0.006577807	0.0	0.0180553485	0.4643172222	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0278005269	0.3781108684	0.4192224167	0.0482755957	0.0175033256	0.1269497224	0.0902305113	0.3975266608	0.0179384988	0.362974493	0.0408450663	0.0382907117	0.0	0.078070904	0.0	0.1768909644
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	0.0	0.0121660189	0.007290455	0.0	0.0	0.0110204753	0.0	0.0150439389	0.0	0.005938066	0.0039979489	0.0028764423	0.0	0.0083470044	0.2489048188	0.0
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.0082257203	0.0374137113	0.0456242063	0.0	0.0	0.0165563245	0.0151794592	0.0292226248	0.0141378854	0.0	0.0182219164	0.022159393	0.0	0.0212236618	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	3.473313895	0.8886252501	1.1949015276	0.4343633155	1.8243690778	0.306485835	2.9267856757	0.1689375064	0.1492262625	0.9633650848	0.5936553797	0.1204653659	1.3086192326	0.4468066471	2.5021361111	0.7521237976
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0472389153	0.0092123545	0.0025663674	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0339838344	0.0034783398	0.0048181349	0.0040197174	0.1606063953	0.0034638578	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	1.638181074	0.2658826227	0.259789679	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.3285534866	0.4863323252	0.7591842251	0.8548790202	0.371596593	0.723314488	0.0	0.0100428226
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.0	0.0023705479	0.0	0.0	0.0	0.0020905585	0.0	0.0012971815	0.0	0.0	0.0	0.0	0.0	0.0005711106	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.0101786452	0.0051162305	0.0231215063	0.0	0.3531713	0.0079442176	0.0	0.0342728024	0.0	0.0153811521	0.0	0.0062958671	0.0	0.010214034	0.2717982222	0.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS013E86AFF	0.0105456774	0.0014472332	0.0019863718	0.0	0.0	0.0017696705	0.0	0.0012702028	0.0053617956	0.0048051165	0.0	0.0	0.0	0.0007603404	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS0C2A73A10	0.0	0.0002571425	0.0	0.0	0.0	0.0005512481	0.0	0.0	0.0	0.0	0.0044179917	0.0	0.0	0.002797569	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.0088652722	0.0211621691	0.1994764235	0.0	0.0343465556	0.177183891	0.0	0.0171173356	0.0047481414	0.0525750544	0.0	0.0115731678	0.016215186	0.0884149787	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.0	0.0242735181	0.0102171029	0.0	0.0	0.0064909303	0.070845773	0.028012045	0.0	0.0237404136	0.0118596432	0.006577807	0.0	0.0180553485	0.4643172222	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	15.9186777706	4.821474314	5.7516275071	6.9312156726	8.4121322111	5.1126629812	9.3703442	6.1070342067	4.7925544703	4.9383351676	7.0081497967	16.8946944082	4.1659342907	5.0620176902	5.2851799444	4.43042025
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.0472389153	0.0092123545	0.0025663674	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0339838344	0.0034783398	0.0048181349	0.0040197174	0.1606063953	0.0034638578	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0275278532	0.007805434	0.0042087646	0.0	0.0	0.0050153238	0.7189501568	0.0028174497	0.010640933	0.0	0.0072643164	0.0107428777	0.1396127558	0.0074702421	2.9226148889	0.2679082036
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	1.638181074	0.2658826227	0.259789679	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.3285534866	0.4863323252	0.7591842251	0.8548790202	0.371596593	0.723314488	0.0	0.0100428226
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.0480763366	0.0088867352	0.004963891	0.0483147805	0.0	0.0059682391	0.1659287574	0.0179107886	1.222694917	0.1609797099	0.0095519742	0.0065790171	0.4199441147	0.0060818267	0.2489048188	0.1917005747
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.0640341726	0.1563515859	0.1912326478	0.3949137083	0.0837942	0.1943311627	0.0616351892	0.2502766474	0.0097126535	0.3552575977	0.0593613974	0.0334923989	0.1558701163	0.2769942823	0.0	0.2066758452
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.067226116	0.0403292685	0.0632059466	0.0307934866	0.0886053518	0.0469118562	0.0804107369	0.1473566661	0.0326201295	0.1410095178	0.0675903762	0.2008840232	0.029670597	0.0695704855	0.0	0.0
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.5985067856	0.2156629879	0.6393906752	0.1787735	2.6108263556	0.5421852634	0.0823150054	0.1129144587	0.1473367016	0.3766154178	0.3551141132	0.1363665698	0.1316863953	0.0900441907	0.0	1.2338111619
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.0170799888	0.0371930295	0.0353008117	0.1091621178	0.0	0.0327119343	0.0132485427	0.0364688517	0.0045715581	0.0237360589	0.0112949709	0.0131644281	0.0	0.0375534739	0.0	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.0683694352	0.3805272631	0.3356661624	0.2820034524	0.0979864333	0.1164533275	0.0846010865	0.3547921577	0.1098243276	0.3252643793	0.2185581733	0.0797752128	0.0342249651	0.3781014566	0.1257197222	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.9072464727	0.0163795616	0.0199218074	0.0751635893	0.0	0.0342844789	0.3658433784	0.0647658316	0.6511113163	0.0106828803	1.3858795855	0.0734424722	0.2264833837	0.035382365	0.0	2.897097025
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.4448088499	0.9836294664	0.3636924898	1.2534904167	0.3766645444	0.4348151228	0.4266559946	0.4699803164	0.3338070153	0.7986156641	1.8249992605	3.4673022779	1.5271967326	1.029676682	0.0	0.2518205595
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	1.3882958928	0.4669029593	0.4268514941	1.1814221012	1.2951625556	0.5935426823	1.4005335189	0.6863497943	1.8460434335	0.7335005832	1.0026382599	2.0512014011	2.0443542907	0.5990022286	1.2395544444	1.4357267738
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0200833806	0.0531402354	0.0270892362	0.0097580016	0.0	0.1594106676	0.0	0.4311058363	0.0103157308	0.0033257075	0.0504558096	0.0209342108	0.0	0.2117910026	0.0	0.0414511208
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.0545024487	0.2538231425	0.4244985795	0.7031194018	0.6901266047	0.2050253628	1.0306196595	0.4029593016	0.0195792181	0.3683387618	0.2892521693	0.0435858918	0.1966104148	0.44108962	1.1288845163	0.1777155255
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0002525988	0.001446684	0.0	0.0	0.0008550044	0.0	0.0007445895	0.1100294212	0.0	0.0048181349	0.00358476	0.0	0.0016713351	0.0	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033592632	0.0	0.0	0.0	0.0	0.0008316418	0.0	0.0
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS04A4A2334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0174856621	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	0.0	0.00253415	0.0012186801	0.0	0.0	0.0010432766	0.0	0.0010267635	0.301890848	0.0020786472	0.0	0.0038565905	0.0	0.0004753351	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0002525988	0.001446684	0.0	0.0	0.0008550044	0.0	0.0007445895	0.1100294212	0.0	0.0048181349	0.00358476	0.0	0.0016713351	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.0170255465	0.0188359449	0.0	0.0338340778	0.0082484385	0.0	0.0336873395	0.3388016562	0.0110481877	0.0223809046	0.0131913972	1.079266407	0.0160320536	1.4268702778	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.0002525988	0.001446684	0.0	0.0	0.0008550044	0.0	0.0007445895	0.1100294212	0.0	0.0048181349	0.00358476	0.0	0.0016713351	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	3.2114092606	0.0096268511	0.0129898791	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0510963728	0.0508313983	0.0	0.0156132354	0.836822559	0.0605153482	10.0973553898	0.0
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	1.0619743237	0.8599877658	0.7276487372	1.0626890238	0.4495646	0.9967428979	0.7493971946	0.722181614	0.4286442751	0.9215574123	0.7550365291	0.3647528431	0.3186143837	0.9829611422	0.3780575556	0.078707531
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0639039282	0.0581690679	0.048966656	0.0887823095	0.0801667444	0.0477118218	0.0090330973	0.0750264985	0.0489072187	0.0859268909	0.0531460073	0.057480569	0.0	0.0481557932	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.0154762965	0.0127221317	0.0079777404	0.0371096069	0.0753535494	0.0052201695	0.0	0.0172807342	0.0091833058	0.0059886121	0.2808945964	0.7197218603	0.0529745193	0.011170052	0.0	0.0516924095
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	3.2114092606	0.0096268511	0.0129898791	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0510963728	0.0508313983	0.0	0.0156132354	0.836822559	0.0605153482	10.0973553898	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	3.2114092606	0.0096268511	0.0129898791	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0510963728	0.0508313983	0.0	0.0156132354	0.836822559	0.0605153482	10.0973553898	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	3.2114092606	0.0096268511	0.0129898791	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0510963728	0.0508313983	0.0	0.0156132354	0.836822559	0.0605153482	10.0973553898	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	3.2114092606	0.0096268511	0.0129898791	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0510963728	0.0508313983	0.0	0.0156132354	0.836822559	0.0605153482	10.0973553898	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	0.0075799955	0.0076948093	0.0049123677	0.1431108574	0.0523368399	0.0128118221	0.0925678805	0.0201295564	0.3647018256	0.0081165946	0.0160648611	0.0406377555	0.0	0.0120272123	0.7285974499	0.156839602
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	3.2114092606	0.0096268511	0.0129898791	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0510963728	0.0508313983	0.0	0.0156132354	0.836822559	0.0605153482	10.0973553898	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.0130509539	0.0029286477	0.0020343854	0.0549619643	0.072812	0.0012776058	0.3357198811	0.0005201089	0.5714009167	0.0085933236	0.0094711151	0.0011346851	0.0	0.0043585106	0.3962593333	1.3521905488
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	3.2114092606	0.0096268511	0.0129898791	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0510963728	0.0508313983	0.0	0.0156132354	0.836822559	0.0605153482	10.0973553898	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.0973973226	0.0040004772	0.0006879436	0.0	0.0951010889	0.0055529336	0.2536727081	0.0071158015	0.1802349555	0.0059886117	0.0643059637	0.0116673692	0.0	0.0047693213	0.0	0.7317431548
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.0	0.010827638	0.0207163234	0.0386769405	0.0	0.0065156202	0.092238427	0.0275358834	0.8554011231	0.0039806214	0.0	0.00817742	0.0	0.0118934395	0.0	0.222954869
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	3.2114092606	0.0096268511	0.0129898791	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0510963728	0.0508313983	0.0	0.0156132354	0.836822559	0.0605153482	10.0973553898	0.0
