id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	0|0	0|1	0|2	0|3	0|4	0|5	0|6	0|7	0|8	0|9	0|10	0|11	0|12	0|13	0|14	0|15	0|16	0|17	0|18	0|19	0|20	0|21	0|22	0|23	0|24	0|26	0|27	0|28	0|29	0|30	0|32	0|35	0|36	0|37	0|38	0|39	0|40	1|0	1|1	1|2	1|3	1|4	1|5	1|6	1|7	1|8	1|9	1|10	1|11	1|12	1|13	1|14	1|15	1|16	1|17	1|18	1|19	1|20	1|21	1|22	1|23	1|24	1|26	1|27	1|28	1|29	1|30	1|32	1|35	1|36	1|37	1|38	1|39	1|40	2|0	2|1	2|2	2|3	2|4	2|5	2|6	2|7	2|8	2|9	2|10	2|11	2|12	2|13	2|14	2|15	2|16	2|17	2|18	2|19	2|20	2|21	2|22	2|23	2|24	2|26	2|27	2|28	2|29	2|30	2|32	2|35	2|36	2|37	2|38	2|39	2|40	3|0	3|1	3|2	3|3	3|4	3|5	3|6	3|7	3|8	3|9	3|10	3|11	3|12	3|13	3|14	3|15	3|16	3|17	3|18	3|19	3|20	3|21	3|22	3|23	3|24	3|26	3|27	3|28	3|29	3|30	3|32	3|35	3|36	3|37	3|38	3|39	3|40	4|0	4|1	4|2	4|3	4|4	4|5	4|6	4|7	4|8	4|9	4|10	4|11	4|12	4|13	4|14	4|15	4|16	4|17	4|18	4|19	4|20	4|21	4|22	4|23	4|24	4|26	4|27	4|28	4|29	4|30	4|32	4|35	4|36	4|37	4|38	4|39	4|40	5|0	5|1	5|2	5|3	5|4	5|5	5|6	5|7	5|8	5|9	5|10	5|11	5|12	5|13	5|14	5|15	5|16	5|17	5|18	5|19	5|20	5|21	5|22	5|23	5|24	5|26	5|27	5|28	5|29	5|30	5|32	5|35	5|36	5|37	5|38	5|39	5|40	6|0	6|1	6|2	6|3	6|4	6|5	6|6	6|7	6|8	6|9	6|10	6|11	6|12	6|13	6|14	6|15	6|16	6|17	6|18	6|19	6|20	6|21	6|22	6|23	6|24	6|26	6|27	6|28	6|29	6|30	6|32	6|35	6|36	6|37	6|38	6|39	6|40	7|0	7|1	7|2	7|3	7|4	7|5	7|6	7|7	7|8	7|9	7|10	7|11	7|12	7|13	7|14	7|15	7|16	7|17	7|18	7|19	7|20	7|21	7|22	7|23	7|24	7|26	7|27	7|28	7|29	7|30	7|32	7|35	7|36	7|37	7|38	7|39	7|40	8|0	8|1	8|2	8|3	8|4	8|5	8|6	8|7	8|8	8|9	8|10	8|11	8|12	8|13	8|14	8|15	8|16	8|17	8|18	8|19	8|20	8|21	8|22	8|23	8|24	8|26	8|27	8|28	8|29	8|30	8|32	8|35	8|36	8|37	8|38	8|39	8|40	9|0	9|1	9|2	9|3	9|4	9|5	9|6	9|7	9|8	9|9	9|10	9|11	9|12	9|13	9|14	9|15	9|16	9|17	9|18	9|19	9|20	9|21	9|22	9|23	9|24	9|26	9|27	9|28	9|29	9|30	9|32	9|35	9|36	9|37	9|38	9|39	9|40	10|0	10|1	10|2	10|3	10|4	10|5	10|6	10|7	10|8	10|9	10|10	10|11	10|12	10|13	10|14	10|15	10|16	10|17	10|18	10|19	10|20	10|21	10|22	10|23	10|24	10|26	10|27	10|28	10|29	10|30	10|32	10|35	10|36	10|37	10|38	10|39	10|40	11|0	11|1	11|2	11|3	11|4	11|5	11|6	11|7	11|8	11|9	11|10	11|11	11|12	11|13	11|14	11|15	11|16	11|17	11|18	11|19	11|20	11|21	11|22	11|23	11|24	11|26	11|27	11|28	11|29	11|30	11|32	11|35	11|36	11|37	11|38	11|39	11|40	12|0	12|1	12|2	12|3	12|4	12|5	12|6	12|7	12|8	12|9	12|10	12|11	12|12	12|13	12|14	12|15	12|16	12|17	12|18	12|19	12|20	12|21	12|22	12|23	12|24	12|26	12|27	12|28	12|29	12|30	12|32	12|35	12|36	12|37	12|38	12|39	12|40	13|0	13|1	13|2	13|3	13|4	13|5	13|6	13|7	13|8	13|9	13|10	13|11	13|12	13|13	13|14	13|15	13|16	13|17	13|18	13|19	13|20	13|21	13|22	13|23	13|24	13|26	13|27	13|28	13|29	13|30	13|32	13|35	13|36	13|37	13|38	13|39	13|40	14|0	14|1	14|2	14|3	14|4	14|5	14|6	14|7	14|8	14|9	14|10	14|11	14|12	14|13	14|14	14|15	14|16	14|17	14|18	14|19	14|20	14|21	14|22	14|23	14|24	14|26	14|27	14|28	14|29	14|30	14|32	14|35	14|36	14|37	14|38	14|39	14|40	15|0	15|1	15|2	15|3	15|4	15|5	15|6	15|7	15|8	15|9	15|10	15|11	15|12	15|13	15|14	15|15	15|16	15|17	15|18	15|19	15|20	15|21	15|22	15|23	15|24	15|26	15|27	15|28	15|29	15|30	15|32	15|35	15|36	15|37	15|38	15|39	15|40	16|0	16|1	16|2	16|3	16|4	16|5	16|6	16|7	16|8	16|9	16|10	16|11	16|12	16|13	16|14	16|15	16|16	16|17	16|18	16|19	16|20	16|21	16|22	16|23	16|24	16|26	16|27	16|28	16|29	16|30	16|32	16|35	16|36	16|37	16|38	16|39	16|40	17|0	17|1	17|2	17|3	17|4	17|5	17|6	17|7	17|8	17|9	17|10	17|11	17|12	17|13	17|14	17|15	17|16	17|17	17|18	17|19	17|20	17|21	17|22	17|23	17|24	17|26	17|27	17|28	17|29	17|30	17|32	17|35	17|36	17|37	17|38	17|39	17|40	18|0	18|1	18|2	18|3	18|4	18|5	18|6	18|7	18|8	18|9	18|10	18|11	18|12	18|13	18|14	18|15	18|16	18|17	18|18	18|19	18|20	18|21	18|22	18|23	18|24	18|26	18|27	18|28	18|29	18|30	18|32	18|35	18|36	18|37	18|38	18|39	18|40	19|0	19|1	19|2	19|3	19|4	19|5	19|6	19|7	19|8	19|9	19|10	19|11	19|12	19|13	19|14	19|15	19|16	19|17	19|18	19|19	19|20	19|21	19|22	19|23	19|24	19|26	19|27	19|28	19|29	19|30	19|32	19|35	19|36	19|37	19|38	19|39	19|40	20|0	20|1	20|2	20|3	20|4	20|5	20|6	20|7	20|8	20|9	20|10	20|11	20|12	20|13	20|14	20|15	20|16	20|17	20|18	20|19	20|20	20|21	20|22	20|23	20|24	20|26	20|27	20|28	20|29	20|30	20|32	20|35	20|36	20|37	20|38	20|39	20|40	21|0	21|1	21|2	21|3	21|4	21|5	21|6	21|7	21|8	21|9	21|10	21|11	21|12	21|13	21|14	21|15	21|16	21|17	21|18	21|19	21|20	21|21	21|22	21|23	21|24	21|26	21|27	21|28	21|29	21|30	21|32	21|35	21|36	21|37	21|38	21|39	21|40	22|0	22|1	22|2	22|3	22|4	22|5	22|6	22|7	22|8	22|9	22|10	22|11	22|12	22|13	22|14	22|15	22|16	22|17	22|18	22|19	22|20	22|21	22|22	22|23	22|24	22|26	22|27	22|28	22|29	22|30	22|32	22|35	22|36	22|37	22|38	22|39	22|40	23|0	23|1	23|2	23|3	23|4	23|5	23|6	23|7	23|8	23|9	23|10	23|11	23|12	23|13	23|14	23|15	23|16	23|17	23|18	23|19	23|20	23|21	23|22	23|23	23|24	23|26	23|27	23|28	23|29	23|30	23|32	23|35	23|36	23|37	23|38	23|39	23|40	24|0	24|1	24|2	24|3	24|4	24|5	24|6	24|7	24|8	24|9	24|10	24|11	24|12	24|13	24|14	24|15	24|16	24|17	24|18	24|19	24|20	24|21	24|22	24|23	24|24	24|26	24|27	24|28	24|29	24|30	24|32	24|35	24|36	24|37	24|38	24|39	24|40	26|0	26|1	26|2	26|3	26|4	26|5	26|6	26|7	26|8	26|9	26|10	26|11	26|12	26|13	26|14	26|15	26|16	26|17	26|18	26|19	26|20	26|21	26|22	26|23	26|24	26|26	26|27	26|28	26|29	26|30	26|32	26|35	26|36	26|37	26|38	26|39	26|40	27|0	27|1	27|2	27|3	27|4	27|5	27|6	27|7	27|8	27|9	27|10	27|11	27|12	27|13	27|14	27|15	27|16	27|17	27|18	27|19	27|20	27|21	27|22	27|23	27|24	27|26	27|27	27|28	27|29	27|30	27|32	27|35	27|36	27|37	27|38	27|39	27|40	28|0	28|1	28|2	28|3	28|4	28|5	28|6	28|7	28|8	28|9	28|10	28|11	28|12	28|13	28|14	28|15	28|16	28|17	28|18	28|19	28|20	28|21	28|22	28|23	28|24	28|26	28|27	28|28	28|29	28|30	28|32	28|35	28|36	28|37	28|38	28|39	28|40	29|0	29|1	29|2	29|3	29|4	29|5	29|6	29|7	29|8	29|9	29|10	29|11	29|12	29|13	29|14	29|15	29|16	29|17	29|18	29|19	29|20	29|21	29|22	29|23	29|24	29|26	29|27	29|28	29|29	29|30	29|32	29|35	29|36	29|37	29|38	29|39	29|40	30|0	30|1	30|2	30|3	30|4	30|5	30|6	30|7	30|8	30|9	30|10	30|11	30|12	30|13	30|14	30|15	30|16	30|17	30|18	30|19	30|20	30|21	30|22	30|23	30|24	30|26	30|27	30|28	30|29	30|30	30|32	30|35	30|36	30|37	30|38	30|39	30|40	32|0	32|1	32|2	32|3	32|4	32|5	32|6	32|7	32|8	32|9	32|10	32|11	32|12	32|13	32|14	32|15	32|16	32|17	32|18	32|19	32|20	32|21	32|22	32|23	32|24	32|26	32|27	32|28	32|29	32|30	32|32	32|35	32|36	32|37	32|38	32|39	32|40	35|0	35|1	35|2	35|3	35|4	35|5	35|6	35|7	35|8	35|9	35|10	35|11	35|12	35|13	35|14	35|15	35|16	35|17	35|18	35|19	35|20	35|21	35|22	35|23	35|24	35|26	35|27	35|28	35|29	35|30	35|32	35|35	35|36	35|37	35|38	35|39	35|40	36|0	36|1	36|2	36|3	36|4	36|5	36|6	36|7	36|8	36|9	36|10	36|11	36|12	36|13	36|14	36|15	36|16	36|17	36|18	36|19	36|20	36|21	36|22	36|23	36|24	36|26	36|27	36|28	36|29	36|30	36|32	36|35	36|36	36|37	36|38	36|39	36|40	37|0	37|1	37|2	37|3	37|4	37|5	37|6	37|7	37|8	37|9	37|10	37|11	37|12	37|13	37|14	37|15	37|16	37|17	37|18	37|19	37|20	37|21	37|22	37|23	37|24	37|26	37|27	37|28	37|29	37|30	37|32	37|35	37|36	37|37	37|38	37|39	37|40	38|0	38|1	38|2	38|3	38|4	38|5	38|6	38|7	38|8	38|9	38|10	38|11	38|12	38|13	38|14	38|15	38|16	38|17	38|18	38|19	38|20	38|21	38|22	38|23	38|24	38|26	38|27	38|28	38|29	38|30	38|32	38|35	38|36	38|37	38|38	38|39	38|40	39|0	39|1	39|2	39|3	39|4	39|5	39|6	39|7	39|8	39|9	39|10	39|11	39|12	39|13	39|14	39|15	39|16	39|17	39|18	39|19	39|20	39|21	39|22	39|23	39|24	39|26	39|27	39|28	39|29	39|30	39|32	39|35	39|36	39|37	39|38	39|39	39|40	40|0	40|1	40|2	40|3	40|4	40|5	40|6	40|7	40|8	40|9	40|10	40|11	40|12	40|13	40|14	40|15	40|16	40|17	40|18	40|19	40|20	40|21	40|22	40|23	40|24	40|26	40|27	40|28	40|29	40|30	40|32	40|35	40|36	40|37	40|38	40|39	40|40
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	ENSG00000168329	ENSG00000006210	True	True	True	curated	False	0.064																																																																																																																5.5181078476		5.5651689515					5.4257729289		5.3722254609	5.5100880843	5.5544079136		5.5718838187	5.6513083458	5.685180783	5.3957340821	5.5709973293	5.459995817	5.5067780271	5.4759679772	5.4193924277	5.4962710336	5.5954344864	5.4726641995		5.3374147285			5.3737207783	5.4480771684						5.6656658493																																																																																																																																																					3.3641995817		3.4112606856					3.271864663		3.218317195	3.3561798184	3.4004996477		3.4179755528	3.4974000799	3.5312725171	3.2418258162	3.4170890634	3.3060875512	3.3528697612	3.3220597113	3.2654841618	3.3423627677	3.4415262205	3.3187559336		3.1835064626			3.2198125124	3.2941689026						3.5117575834																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	1.4036377553		1.4506988592					1.3113028366		1.2577553686	1.395617992	1.4399378213		1.4574137264	1.5368382535	1.5707106907	1.2812639899	1.456527237	1.3455257248	1.3923079348	1.3614978849	1.3049223355	1.3818009414	1.4809643941	1.3581941072		1.2229446362			1.259250686	1.3336070762						1.551195757																																																																																																																																																																																																																																																																				1.7403713463		1.7874324502					1.6480364276		1.5944889596	1.732351583	1.7766714124		1.7941473175	1.8735718446	1.9074442818	1.6179975809	1.7932608281	1.6822593158	1.7290415259	1.6982314759	1.6416559265	1.7185345324	1.8176979851	1.6949276983		1.5596782273			1.595984277	1.6703406672						1.887929348																																																																																																															
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.064																																																																											0.4658536983		0.4921687378							0.4881497842	0.4835272354			0.3867428945					0.4727676489			0.4022924282																																																																																																																																																																																																																																														0.426799064		0.4531141035							0.4490951499	0.4444726011			0.3476882602					0.4337130146			0.3632377939																0.4808221152		0.5071371548							0.5031182012	0.4984956524			0.4017113115					0.4877360658		0.3344862165	0.4172608451																0.4881603471		0.5144753866							0.510456433	0.5058338842			0.4090495433					0.4950742977		0.3418244483	0.424599077					0.3625158436																																																0.4522941608		0.4786092004							0.4745902468	0.469967698			0.3731833571					0.4592081115			0.3887328907																0.4895189859		0.5158340254							0.5118150719	0.5071925231			0.4104081821					0.4964329365		0.3431830872	0.4259577158					0.3638744824											0.4729998585		0.499314898							0.4952959444	0.4906733957			0.3938890547					0.4799138091			0.4094385884																																																					0.4786991314		0.5050141709							0.5009952173	0.4963726685			0.3995883276					0.485613082		0.3323632326	0.4151378613																0.4682759104		0.49459095							0.4905719964	0.4859494476			0.3891651067					0.475189861			0.4047146403																																																																																										0.4689842287		0.4952992682							0.4912803146	0.4866577659			0.3898734249					0.4758981793			0.4054229586																																																																																										0.4428541355		0.4691691751							0.4651502215	0.4605276727			0.3637433317					0.4497680861			0.3792928654																																																					0.4225341774		0.4488492169							0.4448302633	0.4402077145								0.429448128																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.066																								1.4968356076								1.4876401054				2.6923012716																																																														1.3650606702								1.355865168				2.5605263342																									1.6531038928								1.6439083907				2.8485695568																																																																																																																																								1.0981832797								1.0889877775				2.2936489437																																																														1.5610825674								1.5518870652				2.7565482314																									1.3926380827								1.3834425805				2.5881037467																									1.0958626085								1.0866671063				2.2913282725																									1.1580949312								1.1488994291				2.3535605952																									1.1365329477								1.1273374456				2.3319986117																									1.1225110773								1.1133155751				2.3179767413																									1.1372295779								1.1280340757				2.3326952419																									1.3631601945								1.3539646923				2.5586258585																									1.3042400313								1.2950445291				2.4997056953																									1.2789788318								1.2697833296				2.4744444958																									1.0830949732								1.0738994711				2.2785606372																									1.2849508906								1.2757553885				2.4804165546																									1.1566843198								1.1474888177				2.3521499838																									1.2141122657								1.2049167635				2.4095779297																									1.1770540764								1.1678585742				2.3725197404																									1.1266754423								1.1174799401				2.3221411063																									1.1438852635								1.1346897614				2.3393509276																									1.0940638227								1.0848683206				2.2895294868																									1.2344167601								1.2252212579				2.4298824241																																																														1.1136562677								1.1044607655				2.3091219317																									1.2539393536								1.2447438514				2.4494050176																																																														1.1556028294								1.1464073272				2.3510684934																									1.2280027897								1.2188072875				2.4234684537																									0.9895529493								0.9803574471				2.1850186133																									1.3703909336								1.3611954314				2.5658565976																									1.1918963962								1.182700894				2.3873620602	
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.066																								7.5054893021		3.9721756568										1.6635312716																																																														7.3737143648		3.8404007194										1.5317563342																									7.6617575874		4.1284439421										1.8197995568																																																																																																																																								7.1068369743		3.573523329										1.2648789437																																																														7.569736262		4.0364226167										1.7277782314																									7.4012917772		3.8679781319										1.5593337467																									7.1045163031		3.5712026578										1.2625582725																									7.1667486258		3.6334349805										1.3247905952																									7.1451866423		3.611872997										1.3032286117																									7.1311647719		3.5978511266										1.2892067413																									7.1458832724		3.6125696271										1.3039252419																									7.3718138891		3.8385002437										1.5298558585																									7.3128937258		3.7795800805										1.4709356953																									7.2876325263		3.754318881										1.4456744958																									7.0917486678		3.5584350225										1.2497906372																									7.2936045852		3.7602909399										1.4516465546																									7.1653380144		3.6320243691										1.3233799838																									7.2227659602		3.6894523149										1.3808079297																									7.1857077709		3.6523941256										1.3437497404																									7.1353291368		3.6020154915										1.2933711063																									7.1525389581		3.6192253128										1.3105809276																									7.1027175173		3.569403872										1.2607594868																									7.2430704547		3.7097568093										1.4011124241																																																														7.1223099623		3.5889963169										1.2803519317																									7.2625930482		3.7292794029										1.4206350176																																																														7.1642565239		3.6309428786										1.3222984934																									7.2366564842		3.7033428389										1.3946984537																									6.9982066439		3.4648929985										1.1562486133																									7.3790446281		3.8457309828										1.5370865976																									7.2005500908		3.6672364454										1.3585920602	
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.066																								1.7205062684		1.2779001728										1.2337545061																																																														1.588731331		1.1461252354										1.1019795687																									1.8767745536		1.4341684581										1.3900227914																																																																																																																																								1.3218539405		0.879247845										0.8351021782																																																														1.7847532282		1.3421471326										1.2980014659																									1.6163087435		1.1737026479										1.1295569812																									1.3195332693		0.8769271738										0.832781507																									1.381765592		0.9391594965										0.8950138298																									1.3602036085		0.917597513										0.8734518463																									1.3461817381		0.9035756425										0.8594299758																									1.3609002387		0.9182941431										0.8741484764																									1.5868308553		1.1442247597										1.100079093																									1.5279106921		1.0853045965										1.0411589298																									1.5026494926		1.060043397										1.0158977303																									1.306765634		0.8641595385										0.8200138718																									1.5086215514		1.0660154559										1.0218697892																									1.3803549806		0.9377488851										0.8936032184																									1.4377829265		0.9951768309										0.9510311642																									1.4007247372		0.9581186416										0.9139729749																									1.3503461031		0.9077400075										0.8635943408																									1.3675559243		0.9249498288										0.8808041621																									1.3177344835		0.875128388										0.8309827213																									1.4580874209		1.0154813253										0.9713356586																																																														1.3373269285		0.8947208329										0.8505751662																									1.4776100144		1.0350039189										0.9908582521																																																														1.3792734902		0.9366673946										0.8925217279																									1.4516734505		1.0090673549										0.9649216882																									1.2132236101		0.7706175145										0.7264718478																									1.5940615944		1.1514554988										1.1073098321																									1.415567057		0.9729609614										0.9288152947	
CPI-CS0924060DB	ACVR_1C2A receptor_INHBA	complex:ACVR_1C2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.067	0.6644845272		0.6907995667							0.6867806131	0.6821580643	0.471777458		0.5853737234		0.4590445739	0.4546606713		0.6713984778	0.4828453143	0.5181486284	0.6009232571			0.4602942014		0.5388400237			0.5308287071																																																																																																																																																																																																																																																																																																																0.5110870678		0.5374021074							0.5333831538	0.528760605	0.3183799986		0.4319762641					0.5180010185		0.3647511691	0.4475257977					0.3854425644			0.3774312478								0.5224784591		0.5487934986							0.544774545	0.5401519962	0.3297713898		0.4433676553					0.5293924097	0.3408392462	0.3761425603	0.458917189					0.3968339556			0.388822639																																																																																																																							0.4966679972		0.5229830367							0.5189640831	0.5143415344			0.4175571934					0.5035819478		0.3503320985	0.4331067271					0.3710234937											0.4978535963		0.5241686358							0.5201496822	0.5155271334			0.4187427925					0.5047675469		0.3515176975	0.4342923262					0.3722090928																																																0.5213198324		0.5476348719							0.5436159183	0.5389933695	0.3286127632		0.4422090286					0.528233783	0.3396806196	0.3749839336	0.4577585623					0.3956753289			0.3876640123																																																																																																																							0.5504904564		0.576805496							0.5727865424	0.5681639936	0.3577833872		0.4713796526		0.3450505031			0.557404407	0.3688512436	0.4041545577	0.4869291863			0.3463001307		0.4248459529			0.4168346363																																																																																																																																																																																																																																																																																																																0.5329280305		0.55924307							0.5552241164	0.5506015676			0.4538172267					0.5398419811		0.3865921317	0.4693667604					0.407283527			0.3992722104																																																																																																																																																																																																																																					
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	ENSG00000134250	ENSG00000184916	False	True	False	curated	False	0.068																																																																																																																									0.7424114331				0.7666427092			0.8607226966	0.8675231613				0.7824218231	0.7961634533		0.8190602421					0.8216167709	0.7520360113		0.9830738456				0.8120104907										0.7009321915				0.7251634676			0.819243455	0.8260439197				0.7409425815	0.7546842117		0.7775810005					0.7801375294	0.7105567697		0.941594604				0.7705312491																																																																																																																									1.0473655824				1.0715968585			1.1656768459	1.1724773106				1.0873759724	1.1011176026		1.1240143914					1.1265709202	1.0569901606		1.2880279948				1.11696464																																															0.3068445217				0.3310757978			0.4251557852	0.4319562499				0.3468549117	0.3605965419		0.3834933306					0.3860498595			0.5475069341				0.3764435793																																																																																																																																																																																																																																																																																																																																																																																																																																																																						1.6511052654				1.6753365415			1.7694165289	1.7762169936				1.6911156554	1.7048572856		1.7277540744					1.7303106032	1.6607298436		1.8917676779				1.720704323																																															2.0590818073				2.0833130834			2.1773930708	2.1841935355				2.0990921973	2.1128338275		2.1357306163					2.1382871451	2.0687063855		2.2997442197				2.1286808649																	0.460204589	0.4670050537					0.3956453457		0.4185421345					0.4210986633			0.5825557379																																																																																																																																																																																																																																												1.6804614865				1.7046927626			1.79877275	1.8055732147				1.7204718765	1.7342135067		1.7571102954					1.7596668243	1.6900860647		1.9211238989				1.7500605441																																															2.1694640481				2.1936953242			2.2877753116	2.2945757762				2.2094744381	2.2232160682		2.246112857					2.2486693859	2.1790886262		2.4101264605				2.2390631057																																					
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	ENSG00000185896	ENSG00000196937	True	True	False	InnateDB-All	False	0.068																																						1.1315375338							1.0602817195			1.1280173243		1.2179697127						1.0395937091						1.0466148004		1.0245250899									1.36429796	1.0874473375																																						0.933954053							0.8626982387			0.9304338435		1.0203862319						0.8420102283						0.8490313196		0.8269416091									1.1667144792	0.8898638567	0.7577872394							0.6865314251			0.7542670299		0.8442194183																							0.9905476656		1.5652047573							1.4939489429			1.5616845478		1.6516369361						1.4732609326						1.4802820239		1.4581923134									1.7979651834	1.521114561	1.0983748485							1.0271190342			1.094854639		1.1848070274						1.0064310238						1.0134521151		0.9913624046									1.3311352747	1.0542846522																																																																									1.0813665522																																																																																																																	0.7511002069										0.7475799975		0.8375323858																							0.9838606331																																																																																																																																																																																																																																																																																																																																																																																				0.7979834367										0.7944632272		0.8844156156																							1.0307438628																																																																										0.874804986																																																			0.8483073871																							0.9946356344		1.1189675985							1.0477117841			1.115447389		1.2053997773						1.0270237737						1.0340448651		1.0119551545									1.3517280246	1.0748774022																																																																											1.1398762907							1.0686204763			1.1363560812		1.2263084695						1.0479324659						1.0549535573		1.0328638467									1.3726367168	1.0957860944	1.8960980246							1.8248422103			1.8925778151		1.9825302035						1.8041541999						1.8111752912		1.7890855807									2.1288584508	1.8520078283	2.1186526852							2.0473968708			2.1151324757		2.205084864						2.0267088605						2.0337299518		2.0116402413									2.3514131113	2.0745624889	1.0260418798										1.0225216703		1.1124740587																							1.258802306																																																																											
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	ENSG00000109072		True	False	False	curated	True	0.068																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				1.2232899346		1.3478771909	1.5801393649				1.3659593394	2.4918259998	1.1920319704	1.2495841274	1.3532893468	1.502609841	1.3543405985	1.3727002538	1.342958177	1.3674071869	1.3768499785	1.3680061654	1.4289260406	1.3089280152	1.2191412311	1.3056987851	1.8227793909	1.3731877032	1.4873448934	1.1990741109			1.3700182702	1.2111674251	2.2434817463	2.2522568061	2.0374231729	1.353698939	2.0086736416	1.3899837776																																																																																																																																																																																																																																																																				6.0145002433		6.1390874997	6.3713496736				6.1571696481	7.2830363086	5.9832422791	6.0407944362	6.1444996555	6.2938201498	6.1455509072	6.1639105626	6.1341684858	6.1586174957	6.1680602873	6.1592164742	6.2201363494	6.100138324	6.0103515399	6.0969090938	6.6139896997	6.1643980119	6.2785552021	5.9902844196			6.1612285789	6.0023777338	7.034692055	7.0434671149	6.8286334816	6.1449092478	6.7998839504	6.1811940864	1.5236794673		1.6482667236	1.8805288976				1.6663488721	2.7922155326	1.4924215031	1.5499736601	1.6536788795	1.8029993737	1.6547301312	1.6730897865	1.6433477097	1.6677967196	1.6772395112	1.6683956982	1.7293155734	1.6093175479	1.5195307638	1.6060883178	2.1231689236	1.6735772359	1.7877344261	1.4994636436			1.6704078029	1.5115569578	2.543871279	2.5526463388	2.3378127056	1.6540884717	2.3090631744	1.6903733104																																																																																																																																																				
CPI-SS038E93B77	FGFR1_FGF9	simple:P11362	simple:P31371	ENSG00000077782	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	0.069																																																																																		0.4690948288						0.3978310778			0.4402107212	0.4177398587					0.753042252							0.7085966939																																																				1.8086813763						1.7374176253			1.7797972687	1.7573264062					2.0926287995							2.0481832414																																																																																																																																																																			0.6796626442						0.6083988932			0.6507785366	0.6283076741					0.9636100674							0.9191645094																																																																																																																														0.4624992782									0.4336151705	0.411144308					0.7464467014							0.7020011433															0.4853415794						0.4140778284			0.4564574718	0.4339866093					0.7692890026							0.7248434446																																																																																																								0.5812011191							0.536755561																														0.6747277819							0.6302822238																														0.5672553273							0.5228097692															0.4785682324									0.4496841248	0.4272132623					0.7625156556							0.7180700976															0.7539159412						0.6826521902			0.7250318336	0.7025609711					1.0378633644							0.9934178064																																																				1.6400235397						1.5687597887			1.611139432	1.5886685695					1.9239709629							1.8795254048															0.5785128771						0.5072491262			0.5496287695	0.527157907					0.8624603003							0.8180147423															0.8881246874						0.8168609365			0.8592405798	0.8367697173					1.1720721106							1.1276265526															0.9833062102						0.9120424592			0.9544221026	0.9319512401					1.2672536334							1.2228080754																																																																																																																														0.6337082444						0.5624444934			0.6048241368	0.5823532743					0.9176556676							0.8732101096																																																				0.6603232732						0.5890595222			0.6314391656	0.6089683031					0.9442706964							0.8998251384																																																																																									2.783007797						2.711744046			2.7541236893	2.7316528268					3.0669552202							3.0225096621															0.8643633307						0.7930995797			0.8354792231	0.8130083606					1.1483107539							1.1038651958							
