gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astrocytes	CA1	CA2_3	Cajal	Choroid	Dentate_Gyrus	Fibroblast	Inhibitory_Neurons	MFOL	MOL	Macrophage	Microglia	NFOL	OPC	Pericyte	Unidentified_Neurons	VLMC	Vascular	subiculum
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00550260E	0.1470896963	0.4330488487	0.605343135	0.9444113625	0.0538980456	0.4198321746	0.3447875126	0.471615274	0.3423911099	0.2853896832	0.4518659964	0.2628131752	0.2289781991	0.4965555524	0.8669045119	0.769086214	0.1257197455	0.7299558277	0.666173599
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0B990492C	13.0043775016	6.5081310153	4.5911695387	0.880253631	1.7859669333	5.7434552226	0.5612189297	8.3658176382	3.592265564	2.9132056028	2.0012908358	10.1854295221	5.9463576744	5.4094888314	2.312353186	8.578887927	2.0950283333	3.310748381	8.7154001549
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS0C5E9FBFB	0.0673280236	0.1532612778	0.4280742151	0.8291083155	0.3290292556	0.2569642695	0.3586778432	0.2322607762	0.4424513146	0.5362752857	0.0	0.0869831487	0.0747933488	0.3158260763	0.3644712907	0.2156639562	0.2514395	0.0459465952	0.1893180579
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS03859E16F	0.0	0.0079300207	0.0140056229	0.0434480357	0.0	0.0146047683	0.0	0.0006567314	0.0068144732	0.0092964808	0.0	0.0043912458	0.0	0.0118553781	0.029670593	0.0	0.0	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS02FBD007E	0.0771646677	0.0074573588	0.0033639562	0.0757366786	0.0	0.0043050003	0.1613501838	0.1545621628	0.0098911243	0.0054957735	0.0	0.1409523445	0.0	0.1633394533	0.1428489535	0.0138050787	0.0	0.0	0.0306230994
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0D03910A0	0.0	0.0002901235	0.0	0.0	0.0	0.0004490238	0.0	0.0005523911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	False	GALR3_HUMAN		CPI-SS0FEAC3352	0.0	0.0007305349	0.0	0.0	0.0	0.0	0.0	0.0009143665	0.0	0.0	0.0	0.0	0.0	0.0081880103	0.0	0.0	0.0	0.0	0.0006340524
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0B0E74BC0	0.0	0.0081159802	0.0	0.0	0.0	0.0049046635	0.0	0.0178898871	0.0	0.0	0.0	0.0071330402	0.0440617923	0.0	0.0	0.0	0.0	0.0	0.01458012
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.1470896963	0.4330488487	0.605343135	0.9444113625	0.0538980456	0.4198321746	0.3447875126	0.471615274	0.3423911099	0.2853896832	0.4518659964	0.2628131752	0.2289781991	0.4965555524	0.8669045119	0.769086214	0.1257197455	0.7299558277	0.666173599
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	13.0043775016	6.5081310153	4.5911695387	0.880253631	1.7859669333	5.7434552226	0.5612189297	8.3658176382	3.592265564	2.9132056028	2.0012908358	10.1854295221	5.9463576744	5.4094888314	2.312353186	8.578887927	2.0950283333	3.310748381	8.7154001549
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.0	0.0	0.0008215011	0.0	0.0	0.0037965396	0.0	0.0213049692	0.0091562864	0.0	0.0	0.0103809338	0.0	0.0	0.0529745233	0.0150133034	0.0	0.0	0.0025911803
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.1470896963	0.4330488487	0.605343135	0.9444113625	0.0538980456	0.4198321746	0.3447875126	0.471615274	0.3423911099	0.2853896832	0.4518659964	0.2628131752	0.2289781991	0.4965555524	0.8669045119	0.769086214	0.1257197455	0.7299558277	0.666173599
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.1470896963	0.4330488487	0.605343135	0.9444113625	0.0538980456	0.4198321746	0.3447875126	0.471615274	0.3423911099	0.2853896832	0.4518659964	0.2628131752	0.2289781991	0.4965555524	0.8669045119	0.769086214	0.1257197455	0.7299558277	0.666173599
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS00661A3A4	0.0673280236	0.1532612778	0.4280742151	0.8291083155	0.3290292556	0.2569642695	0.3586778432	0.2322607762	0.4424513146	0.5362752857	0.0	0.0869831487	0.0747933488	0.3158260763	0.3644712907	0.2156639562	0.2514395	0.0459465952	0.1893180579
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS01E0F2D2C	0.0673280236	0.1532612778	0.4280742151	0.8291083155	0.3290292556	0.2569642695	0.3586778432	0.2322607762	0.4424513146	0.5362752857	0.0	0.0869831487	0.0747933488	0.3158260763	0.3644712907	0.2156639562	0.2514395	0.0459465952	0.1893180579
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS0A5DF05C0	0.0	0.0079300207	0.0140056229	0.0434480357	0.0	0.0146047683	0.0	0.0006567314	0.0068144732	0.0092964808	0.0	0.0043912458	0.0	0.0118553781	0.029670593	0.0	0.0	0.0	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS06207F70E	0.0180345959	0.1021510912	0.1179056975	0.1106390476	0.0	0.1390957685	0.0107420595	0.0618985183	0.0066836606	0.016446919	0.0	0.0597623181	0.0	0.0464769526	0.0	0.0767962135	0.0	0.0468875952	0.046317814
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.0	0.0022894289	0.0018009693	0.0	0.0	0.0023363379	0.1732736577	0.001611712	0.0	0.0	0.0	0.0095823033	0.0	0.0	0.0	0.0	3.100057495	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.0472389153	0.0091599759	0.0030482234	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0031414704	0.0081393693	0.0	0.0347567186	0.0	0.0052900706	0.1606063953	0.0	0.0	0.0	0.0034638578
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.0275278532	0.0077610547	0.0039409801	0.0	0.0	0.0050153238	0.7189501568	0.0028174497	0.009856639	0.0149000166	0.0	0.0108829365	0.0	0.0079758554	0.1396127558	0.0	2.9226148889	0.2679082036	0.0074702421
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.1450970011	0.0083364274	0.1353055468	0.0	0.0	0.0008836183	0.0385916595	0.0024879586	0.0065007892	0.0	0.2534019403	0.0631291524	0.0277515698	0.0235455456	0.0	0.0516940449	0.0	0.0	0.0034673563
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.0472389153	0.0091599759	0.0030482234	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0031414704	0.0081393693	0.0	0.0347567186	0.0	0.0052900706	0.1606063953	0.0	0.0	0.0	0.0034638578
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	1.638181074	0.2743987725	0.2877327039	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.7772038505	1.219235108	0.1123052836	0.333471555	0.0972495581	0.8240206503	0.371596593	0.1802995899	0.0	0.0100428226	0.723314488
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0AC594A8E	0.0	0.0023570697	0.0	0.0	0.0	0.0020905585	0.0	0.0012971815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005711106
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.0101786452	0.0052975471	0.0239478816	0.0	0.3531713	0.0079442176	0.0	0.0342728024	0.0076380501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2717982222	0.0	0.010214034
FGF4	P08620	False	FGF4_HUMAN		CPI-SS02896561C	0.0105456774	0.0014390047	0.0027512131	0.0	0.0	0.0017696705	0.0	0.0012702028	0.0	0.0	0.0	0.0054837373	0.0	0.0	0.0	0.0	0.0	0.0	0.0007603404
FGF3	P11487	False	FGF3_HUMAN		CPI-SS05ECF1933	0.0	0.0002556805	0.0	0.0	0.0	0.0005512481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048507335	0.0	0.0	0.0	0.0	0.002797569
FGF5	P12034	False	FGF5_HUMAN		CPI-SS066347638	0.0088652722	0.0210418474	0.1954724607	0.0	0.0343465556	0.177183891	0.0	0.0171173356	0.0140403909	0.0	0.0	0.004856127	0.0	0.0	0.016215186	0.0099538933	0.0	0.0	0.0884149787
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.0	0.0241355063	0.011138948	0.0	0.0	0.0064909303	0.070845773	0.028012045	0.0062510355	0.0081106159	0.0	0.0	0.0647794302	0.006676156	0.0	0.0264998933	0.4643172222	0.0	0.0180553485
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.0472389153	0.0091599759	0.0030482234	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0031414704	0.0081393693	0.0	0.0347567186	0.0	0.0052900706	0.1606063953	0.0	0.0	0.0	0.0034638578
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	1.638181074	0.2743987725	0.2877327039	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.7772038505	1.219235108	0.1123052836	0.333471555	0.0972495581	0.8240206503	0.371596593	0.1802995899	0.0	0.0100428226	0.723314488
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0467AFD8A	0.0	0.0023570697	0.0	0.0	0.0	0.0020905585	0.0	0.0012971815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005711106
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.0101786452	0.0052975471	0.0239478816	0.0	0.3531713	0.0079442176	0.0	0.0342728024	0.0076380501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2717982222	0.0	0.010214034
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0FFB9E01B	0.0105456774	0.0014390047	0.0027512131	0.0	0.0	0.0017696705	0.0	0.0012702028	0.0	0.0	0.0	0.0054837373	0.0	0.0	0.0	0.0	0.0	0.0	0.0007603404
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0278005269	0.3759610454	0.4559635604	0.0482755957	0.0175033256	0.1269497224	0.0902305113	0.3975266608	0.0405013354	0.0279211919	0.0	0.0183464688	0.0	0.0448458359	0.0	0.0365775093	0.0	0.1768909644	0.078070904
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.0472389153	0.0091599759	0.0030482234	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0031414704	0.0081393693	0.0	0.0347567186	0.0	0.0052900706	0.1606063953	0.0	0.0	0.0	0.0034638578
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	1.638181074	0.2743987725	0.2877327039	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.7772038505	1.219235108	0.1123052836	0.333471555	0.0972495581	0.8240206503	0.371596593	0.1802995899	0.0	0.0100428226	0.723314488
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.0942243593	0.0035413724	0.0397086075	0.0385018173	0.0952108921	0.0044901826	0.0	0.0080861859	0.0154981831	0.0267089	0.0	0.0839304959	0.0	0.0039795673	0.0880235199	0.3994418419	0.0	0.0	0.0269919502
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.0	0.0023570697	0.0	0.0	0.0	0.0020905585	0.0	0.0012971815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005711106
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.0101786452	0.0052975471	0.0239478816	0.0	0.3531713	0.0079442176	0.0	0.0342728024	0.0076380501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2717982222	0.0	0.010214034
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0D67110B0	0.0105456774	0.0014390047	0.0027512131	0.0	0.0	0.0017696705	0.0	0.0012702028	0.0	0.0	0.0	0.0054837373	0.0	0.0	0.0	0.0	0.0	0.0	0.0007603404
FGF3	P11487	False	FGF3_HUMAN		CPI-SS06D341996	0.0	0.0002556805	0.0	0.0	0.0	0.0005512481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048507335	0.0	0.0	0.0	0.0	0.002797569
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0088652722	0.0210418474	0.1954724607	0.0	0.0343465556	0.177183891	0.0	0.0171173356	0.0140403909	0.0	0.0	0.004856127	0.0	0.0	0.016215186	0.0099538933	0.0	0.0	0.0884149787
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.0	0.0241355063	0.011138948	0.0	0.0	0.0064909303	0.070845773	0.028012045	0.0062510355	0.0081106159	0.0	0.0	0.0647794302	0.006676156	0.0	0.0264998933	0.4643172222	0.0	0.0180553485
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0278005269	0.3759610454	0.4559635604	0.0482755957	0.0175033256	0.1269497224	0.0902305113	0.3975266608	0.0405013354	0.0279211919	0.0	0.0183464688	0.0	0.0448458359	0.0	0.0365775093	0.0	0.1768909644	0.078070904
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	0.0	0.0120968466	0.0079279545	0.0	0.0	0.0110204753	0.0	0.0150439389	0.003489656	0.0	0.0	0.0	0.0	0.0043895476	0.0	0.0	0.2489048188	0.0	0.0083470044
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.0082257203	0.0372009883	0.0427213456	0.0	0.0	0.0165563245	0.0151794592	0.0292226248	0.0239286867	0.0138600489	0.287302659	0.0079253804	0.0	0.020006751	0.0	0.0	0.0	0.0	0.0212236618
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	3.473313895	0.894936855	1.1968993873	0.4343633155	1.8243690778	0.306485835	2.9267856757	0.1689375064	0.1110938905	0.1644247692	1.1602672687	0.1262324582	0.0220100465	0.6496479749	1.3086192326	0.6613711067	2.5021361111	0.7521237976	0.4468066471
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0472389153	0.0091599759	0.0030482234	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0031414704	0.0081393693	0.0	0.0347567186	0.0	0.0052900706	0.1606063953	0.0	0.0	0.0	0.0034638578
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	1.638181074	0.2743987725	0.2877327039	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.7772038505	1.219235108	0.1123052836	0.333471555	0.0972495581	0.8240206503	0.371596593	0.1802995899	0.0	0.0100428226	0.723314488
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.0	0.0023570697	0.0	0.0	0.0	0.0020905585	0.0	0.0012971815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005711106
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.0101786452	0.0052975471	0.0239478816	0.0	0.3531713	0.0079442176	0.0	0.0342728024	0.0076380501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2717982222	0.0	0.010214034
FGF4	P08620	False	FGF4_HUMAN		CPI-SS013E86AFF	0.0105456774	0.0014390047	0.0027512131	0.0	0.0	0.0017696705	0.0	0.0012702028	0.0	0.0	0.0	0.0054837373	0.0	0.0	0.0	0.0	0.0	0.0	0.0007603404
FGF3	P11487	False	FGF3_HUMAN		CPI-SS0C2A73A10	0.0	0.0002556805	0.0	0.0	0.0	0.0005512481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048507335	0.0	0.0	0.0	0.0	0.002797569
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.0088652722	0.0210418474	0.1954724607	0.0	0.0343465556	0.177183891	0.0	0.0171173356	0.0140403909	0.0	0.0	0.004856127	0.0	0.0	0.016215186	0.0099538933	0.0	0.0	0.0884149787
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.0	0.0241355063	0.011138948	0.0	0.0	0.0064909303	0.070845773	0.028012045	0.0062510355	0.0081106159	0.0	0.0	0.0647794302	0.006676156	0.0	0.0264998933	0.4643172222	0.0	0.0180553485
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	15.9186777706	4.8245565007	5.6957630815	6.9312156726	8.4121322111	5.1126629812	9.3703442	6.1070342067	17.647696257	13.3625385235	2.8545662985	4.8366295577	18.2361205	5.9083713451	4.1659342907	4.9171570281	5.2851799444	4.43042025	5.0620176902
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.0472389153	0.0091599759	0.0030482234	0.0	0.1058729444	0.0012328409	0.0	0.005793693	0.0031414704	0.0081393693	0.0	0.0347567186	0.0	0.0052900706	0.1606063953	0.0	0.0	0.0	0.0034638578
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0275278532	0.0077610547	0.0039409801	0.0	0.0	0.0050153238	0.7189501568	0.0028174497	0.009856639	0.0149000166	0.0	0.0108829365	0.0	0.0079758554	0.1396127558	0.0	2.9226148889	0.2679082036	0.0074702421
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	1.638181074	0.2743987725	0.2877327039	0.0909616726	0.5380966556	0.0123269953	0.2917750595	1.8132317731	0.7772038505	1.219235108	0.1123052836	0.333471555	0.0972495581	0.8240206503	0.371596593	0.1802995899	0.0	0.0100428226	0.723314488
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.0480763366	0.0088362079	0.0046480612	0.0483147805	0.0	0.0059682391	0.1659287574	0.0179107886	0.0079815634	0.0	0.349570047	1.2425521357	0.0	0.010487589	0.4199441147	0.2794535414	0.2489048188	0.1917005747	0.0060818267
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.0640341726	0.1594212407	0.2017806583	0.3949137083	0.0837942	0.1943311627	0.0616351892	0.2502766474	0.0286397818	0.0562548929	0.0	0.0099335455	0.0	0.0651758395	0.1558701163	0.3063196034	0.0	0.2066758452	0.2769942823
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.067226116	0.040475696	0.0659715671	0.0307934866	0.0886053518	0.0469118562	0.0804107369	0.1473566661	0.2096146348	0.1599307628	0.2903769092	0.0267580439	0.0299688324	0.0712754022	0.029670597	0.1719804131	0.0	0.0	0.0695704855
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.5985067856	0.214436794	0.6212458202	0.1787735	2.6108263556	0.5421852634	0.0823150054	0.1129144587	0.1420832732	0.1095508484	0.2428332836	0.1451648513	0.0241142791	0.3875355092	0.1316863953	0.4428543876	0.0	1.2338111619	0.0900441907
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.0170799888	0.0369815613	0.0334801821	0.1091621178	0.0	0.0327119343	0.0132485427	0.0364688517	0.0159708837	0.0	0.0	0.0046755277	0.0	0.012401312	0.0	0.037223174	0.0	0.0	0.0375534739
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.0683694352	0.3803976357	0.3348520313	0.2820034524	0.0979864333	0.1164533275	0.0846010865	0.3547921577	0.0787890379	0.0844011289	0.0	0.1123220295	0.0	0.2399659215	0.0342249651	0.3221304062	0.1257197222	0.0	0.3781014566
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.9072464727	0.0162864325	0.0192861714	0.0751635893	0.0	0.0342844789	0.3658433784	0.0647658316	0.072224146	0.0791573563	0.1016022687	0.6636086368	0.6754127558	1.4554697305	0.2264833837	0.0126307191	0.0	2.897097025	0.035382365
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.4448088499	0.979918252	0.3817889454	1.2534904167	0.3766645444	0.4348151228	0.4266559946	0.4699803164	3.4248197443	3.6665779251	0.1094235522	0.3389101015	4.8542830233	1.5282812609	1.5271967326	0.9539304174	0.0	0.2518205595	1.029676682
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	1.3882958928	0.4690262418	0.4238737256	1.1814221012	1.2951625556	0.5935426823	1.4005335189	0.6863497943	2.1094710047	1.7778722936	4.1468362388	1.7937171884	1.1311590465	0.9900496634	2.0443542907	0.9289760517	1.2395544444	1.4357267738	0.5990022286
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0200833806	0.0528380963	0.0259825042	0.0097580016	0.0	0.1594106676	0.0	0.4311058363	0.0238848424	0.0070934865	0.0	0.0105503384	0.0827389387	0.0472936807	0.0	0.0	0.0	0.0414511208	0.2117910026
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.0545024487	0.2532233801	0.4045551985	0.7031194018	0.6901266047	0.2050253628	1.0306196595	0.4029593016	0.0458944108	0.0327571682	0.2361609673	0.0146535639	0.0	0.3175843863	0.1966104148	0.552455492	1.1288845163	0.1777155255	0.44108962
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0002511626	0.0013546381	0.0	0.0	0.0008550044	0.0	0.0007445895	0.0043489762	0.0	0.0	0.1125317875	0.0	0.0052900706	0.0	0.0	0.0	0.0	0.0016713351
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034356619	0.0	0.0	0.0	0.0	0.0	0.0	0.0008316418
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS04A4A2334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0178833333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	0.0	0.0025197416	0.0015266765	0.0	0.0	0.0010432766	0.0	0.0010267635	0.0046787569	0.0	0.2538477463	0.3029834779	0.0	0.0	0.0	0.0	0.0	0.0	0.0004753351
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0002511626	0.0013546381	0.0	0.0	0.0008550044	0.0	0.0007445895	0.0043489762	0.0	0.0	0.1125317875	0.0	0.0052900706	0.0	0.0	0.0	0.0	0.0016713351
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.0169287444	0.0190083391	0.0	0.0338340778	0.0082484385	0.0	0.0336873395	0.0111114494	0.0229479469	0.0465545075	0.345448146	0.0	0.0245731116	1.079266407	0.0063487135	1.4268702778	0.0	0.0160320536
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.0002511626	0.0013546381	0.0	0.0	0.0008550044	0.0	0.0007445895	0.0043489762	0.0	0.0	0.1125317875	0.0	0.0052900706	0.0	0.0	0.0	0.0	0.0016713351
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	3.2114092606	0.009824225	0.0196653124	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0124022379	0.0306752751	1.034719389	0.0287261277	0.0	0.0	0.836822559	0.0117987557	10.0973553898	0.0	0.0605153482
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	1.0619743237	0.8607892309	0.7254438321	1.0626890238	0.4495646	0.9967428979	0.7493971946	0.722181614	0.3849735439	0.2699022561	0.5377102388	0.4261638204	0.785848314	0.7520185183	0.3186143837	1.0465174725	0.3780575556	0.078707531	0.9829611422
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0639039282	0.0578383363	0.0470291978	0.0887823095	0.0801667444	0.0477118218	0.0090330973	0.0750264985	0.0542700682	0.0725402787	0.0	0.050019501	0.0302810116	0.055385631	0.0	0.1381390404	0.0	0.0	0.0481557932
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.0154762965	0.0126497975	0.0085808861	0.0371096069	0.0753535494	0.0052201695	0.0	0.0172807342	0.7071978302	0.7784691618	0.0	0.009392159	0.6427757714	0.2454483765	0.0529745193	0.0	0.0	0.0516924095	0.011170052
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	3.2114092606	0.009824225	0.0196653124	0.030292015	0.2671711362	0.049979494	2.5111089023	1.3289615367	0.0124022379	0.0306752751	1.034719389	0.0287261277	0.0	0.0	0.836822559	0.0117987557	10.0973553898	0.0	0.0605153482
